initial_slice_position,slice_size,start_date,end_date,connected_components_entropy,loops_entropy,voids_entropy,connected_components_amplitude,loops_amplitude,voids_amplitude,connected_components_number_of_points,loops_number_of_points,voids_number_of_points
0,720,2022-01-01,2023-12-22,8.81639338317598,6.729347452601538,0.0,0.038237371113949634,0.009666709996305428,9.752998734128372e-06,647,179,1
24,720,2022-01-25,2024-01-15,8.802436627085394,6.578776322633503,0.0,0.038237371113949634,0.012456246474740895,9.752998734128372e-06,647,173,1
48,720,2022-02-18,2024-02-08,8.78947939777804,6.517984560432454,0.0,0.038237371113949634,0.015177090728575229,9.752998734128372e-06,647,171,1
72,720,2022-03-14,2024-03-03,8.801910833475903,6.55593222165336,0.0,0.038237371113949634,0.011598062317323026,9.752998734128372e-06,647,165,1
96,720,2022-04-07,2024-03-27,8.75875435102755,6.554885445521072,0.7166609272549365,0.06492399741674061,0.013291946350955597,8.044980396745633e-05,647,172,2
120,720,2022-05-01,2024-04-20,8.76748399201924,6.58039095384692,0.7166609272549365,0.06492399741674061,0.012482202890288827,8.044980396745633e-05,647,167,2
144,720,2022-05-25,2024-05-14,8.74355768137248,6.548956110192938,0.0,0.06492399741674061,0.00913095695862256,7.99724735608106e-05,647,163,1
168,720,2022-06-18,2024-06-07,8.78758511607629,6.578705375197894,0.0,0.06492399741674061,0.009946775538207109,7.99724735608106e-05,647,167,1
192,720,2022-07-12,2024-07-01,8.780961578481621,6.504957208067416,0.0,0.06492399741674061,0.011602075403921863,7.99724735608106e-05,647,166,1
216,720,2022-08-05,2024-07-25,8.780206162338981,6.574268531811178,-1.0,0.06492399741674061,0.011977273256328832,0.0,647,171,0
240,720,2022-08-29,2024-08-18,8.77832618443112,6.499124544114746,-1.0,0.07427767811292994,0.012475514296888833,0.0,647,168,0
264,720,2022-09-22,2024-09-11,8.76888114852097,6.583749869778884,-1.0,0.07427767811292994,0.011573202799378129,0.0,647,174,0
288,720,2022-10-16,2024-10-05,8.783028881807548,6.578050813540288,-1.0,0.07427767811292994,0.011604668342575225,0.0,647,171,0
312,720,2022-11-09,2024-10-29,8.793132832653638,6.643565783634267,0.0,0.07427767811292994,0.010441153585258794,2.6244181964192404e-06,647,169,1
336,720,2022-12-03,2024-11-22,8.812626802202578,6.564810322188814,0.8511417551286945,0.07427767811292994,0.010694151131014327,1.09133111756765e-05,647,163,2
360,720,2022-12-27,2024-12-16,8.818205044214594,6.518965573237099,0.0,0.07427767811292994,0.01130078559570099,1.1078094863420655e-05,647,163,1
384,720,2023-01-20,2025-01-09,8.828670327076557,6.571047608330127,1.3491709691948763,0.07427767811292994,0.010384100014697691,1.9563838388249733e-05,647,165,3
408,720,2023-02-13,2025-02-02,8.834535196742763,6.619664104174416,1.3898130455166957,0.07427767811292994,0.010932246768819674,6.370983951372512e-05,647,170,3
432,720,2023-03-09,2025-02-26,8.849835948173233,6.708810395674712,0.0,0.07427767811292994,0.01069836115967182,1.5708824843647794e-05,647,175,1
456,720,2023-04-02,2025-03-22,8.833838188671379,6.694081740545182,0.9242996762691973,0.07037662684717354,0.011226544449572138,1.6790774562416037e-05,647,176,2
480,720,2023-04-26,2025-04-15,8.855964673652256,6.6686220847469615,0.9242996762691973,0.07037662684717354,0.010915674969536165,1.6790774562416037e-05,647,174,2
504,720,2023-05-20,2025-05-09,8.85859837555679,6.710678674506625,0.9242996762691973,0.07037662684717354,0.010655002681288142,1.6790774562416037e-05,647,176,2
528,720,2023-06-13,2025-06-02,8.8544827632113,6.774100235855227,0.9242996762691973,0.06341176435612529,0.010950818983721296,1.6790774562416037e-05,647,180,2
552,720,2023-07-07,2025-06-26,8.863311908009758,6.77549423876413,0.9242996762691973,0.06341176435612529,0.011033345465664871,1.6790774562416037e-05,647,181,2
576,720,2023-07-31,2025-07-20,8.853301404421131,6.775100375070818,0.0,0.06341176435612529,0.010795663301873688,5.787271353570567e-06,647,181,1
