initial_slice_position,slice_size,start_date,end_date,connected_components_entropy,loops_entropy,voids_entropy,connected_components_amplitude,loops_amplitude,voids_amplitude,connected_components_number_of_points,loops_number_of_points,voids_number_of_points
0,1080,2021-12-31 01:00:00,2022-02-14 01:00:00,9.598187451883383,8.751824812540857,7.227949757010588,0.10479508525940315,0.028625498586501548,0.011484205802920555,863,604,221
24,1080,2022-01-01 01:00:00,2022-02-15 01:00:00,9.60023033328088,8.785004302457985,7.299127429340877,0.10479508525940315,0.026977892256132615,0.010243631907133854,863,614,227
48,1080,2022-01-02 01:00:00,2022-02-16 01:00:00,9.599123448047887,8.752421963110358,7.271043640065832,0.10479508525940315,0.026692712651394463,0.009961625401715033,863,597,224
72,1080,2022-01-03 01:00:00,2022-02-17 01:00:00,9.602004914639295,8.748449332488207,7.239290949163774,0.10479508525940315,0.026525491718278973,0.008526025077241171,863,593,221
96,1080,2022-01-04 01:00:00,2022-02-18 01:00:00,9.605201039753815,8.76349084879146,7.287727821689938,0.10479508525940315,0.025831225057588135,0.009658908581980926,863,603,225
120,1080,2022-01-05 01:00:00,2022-02-19 01:00:00,9.604819672495022,8.774143752051634,7.347474018001199,0.10165789776591673,0.0258732966529523,0.00963494093877651,863,611,235
144,1080,2022-01-06 01:00:00,2022-02-20 01:00:00,9.606529727269692,8.775986250953972,7.356764806816591,0.10165789776591673,0.02584463354479014,0.008567455593825019,863,611,231
168,1080,2022-01-07 01:00:00,2022-02-21 01:00:00,9.603863817917299,8.819565168246918,7.432844605106328,0.10165789776591673,0.02545986974030548,0.008680040479663082,863,623,235
192,1080,2022-01-08 01:00:00,2022-02-22 01:00:00,9.606279765520371,8.860029824603819,7.42911264689218,0.10165789776591673,0.024872786686077765,0.008355366661578123,863,639,237
216,1080,2022-01-09 01:00:00,2022-02-23 01:00:00,9.607187631640347,8.879332045488324,7.471581903306231,0.10165789776591673,0.024741397888439303,0.008451977663779324,863,640,246
240,1080,2022-01-10 01:00:00,2022-02-24 01:00:00,9.605194116040611,8.861058157942711,7.479013483834393,0.10760695432416965,0.025303452781577505,0.009668288611068757,863,631,252
264,1080,2022-01-11 01:00:00,2022-02-25 01:00:00,9.605384746581866,8.823225820075388,7.499363954205351,0.10292181710568368,0.027868422901182938,0.009963071457949738,863,621,258
288,1080,2022-01-12 01:00:00,2022-02-26 01:00:00,9.60694550416071,8.81676667736982,7.5047786177433915,0.12180061802071727,0.025483226667240837,0.009797128069491776,863,611,261
312,1080,2022-01-13 01:00:00,2022-02-27 01:00:00,9.606702516883585,8.820193236962139,7.520445950406359,0.12180061802071727,0.024293004063016706,0.009873651503456034,863,609,267
336,1080,2022-01-14 01:00:00,2022-02-28 01:00:00,9.609585171735619,8.826424905456406,7.489996392291859,0.12180061802071727,0.02903272227065009,0.010156662076307787,863,614,266
360,1080,2022-01-15 01:00:00,2022-03-01 01:00:00,9.609004933446545,8.832574485899721,7.5521780989882945,0.15345992498901553,0.024513481394674123,0.009081161885922834,863,613,273
384,1080,2022-01-16 01:00:00,2022-03-02 01:00:00,9.608404243949542,8.82064228225602,7.504980821814771,0.15345992498901553,0.02434783505625875,0.008988399760071817,863,616,269
408,1080,2022-01-17 01:00:00,2022-03-03 01:00:00,9.60848277291522,8.79434012054754,7.47640316695907,0.15345992498901553,0.026582056913323108,0.008462376742221996,863,611,260
432,1080,2022-01-18 01:00:00,2022-03-04 01:00:00,9.607822370084657,8.817511520278615,7.458139607660292,0.13342645694401678,0.024769326036881107,0.008203336304238276,863,628,256
456,1080,2022-01-19 01:00:00,2022-03-05 01:00:00,9.614513299569877,8.843475624975353,7.462853661845554,0.12110028363517861,0.02304964562750739,0.007711872551679042,863,636,254
480,1080,2022-01-20 01:00:00,2022-03-06 01:00:00,9.613067499104377,8.845160281921098,7.404579117894486,0.12110028363517861,0.031008192488607277,0.008286108758891492,863,638,248
504,1080,2022-01-21 01:00:00,2022-03-07 01:00:00,9.61557415613018,8.798242686531397,7.374479819800376,0.12110028363517861,0.030482662711617887,0.008191761880687364,863,620,241
528,1080,2022-01-22 01:00:00,2022-03-08 01:00:00,9.620736760676738,8.800295502247273,7.395978477784252,0.11742120809134418,0.030633692963308076,0.008443482594638521,863,616,241
552,1080,2022-01-23 01:00:00,2022-03-09 01:00:00,9.618834587945422,8.833096526623823,7.464934949212325,0.11742120809134418,0.029788702464523212,0.008597991068493164,863,619,251
576,1080,2022-01-24 01:00:00,2022-03-10 01:00:00,9.61145813703237,8.795371744415483,7.456512582127201,0.11742120809134418,0.02994449980590764,0.0070292305258392845,863,606,247
600,1080,2022-01-25 01:00:00,2022-03-11 01:00:00,9.60968814240079,8.782758237511624,7.459571050065073,0.11742120809134418,0.030187129576007943,0.007382195033082312,863,609,247
624,1080,2022-01-26 01:00:00,2022-03-12 01:00:00,9.609075754337475,8.784039542147081,7.398845542700441,0.11890310926496768,0.030941678637997908,0.008082974343407746,863,618,245
648,1080,2022-01-27 01:00:00,2022-03-13 01:00:00,9.604791836578077,8.751801748799668,7.438485403453152,0.11890310926496768,0.03049729914775656,0.00820251199817878,863,603,245
672,1080,2022-01-28 01:00:00,2022-03-14 01:00:00,9.602471986814182,8.754432883018895,7.44161194691049,0.11890310926496768,0.031241582550561597,0.008933841805861745,863,605,248
696,1080,2022-01-29 01:00:00,2022-03-15 01:00:00,9.603630540232768,8.745767182637763,7.365043933951937,0.11890310926496768,0.031168745984607962,0.008625797403706002,863,605,232
720,1080,2022-01-30 01:00:00,2022-03-16 01:00:00,9.599961924636442,8.727800566821179,7.316858787420666,0.11890310926496768,0.031219089898859034,0.007779292323723485,863,602,225
744,1080,2022-01-31 01:00:00,2022-03-17 01:00:00,9.597082075491784,8.723689272412471,7.269964153053046,0.11890310926496768,0.03090341326964972,0.006916501890691421,863,601,215
768,1080,2022-02-01 01:00:00,2022-03-18 01:00:00,9.595110763013318,8.691236905272312,7.247927617351744,0.11890310926496768,0.031148999945345802,0.006803067391749913,863,586,212
792,1080,2022-02-02 01:00:00,2022-03-19 01:00:00,9.593592486154797,8.700305418480049,7.269638013415814,0.11890310926496768,0.03034297648500519,0.006850606169088749,863,589,218
816,1080,2022-02-03 01:00:00,2022-03-20 01:00:00,9.589000426252085,8.695203031521597,7.368613505933563,0.11890310926496768,0.03175637380464418,0.0064780981758612525,863,590,231
840,1080,2022-02-04 01:00:00,2022-03-21 01:00:00,9.588441251545346,8.739255026436686,7.389074456509533,0.11890310926496768,0.03170942451531845,0.006643834177672967,863,608,238
864,1080,2022-02-05 01:00:00,2022-03-22 01:00:00,9.586410075165618,8.75845968564684,7.37551448196906,0.11890310926496768,0.033012777246437745,0.006908113818597681,863,617,237
888,1080,2022-02-06 01:00:00,2022-03-23 01:00:00,9.583154331768288,8.76249334926873,7.335670670614868,0.11890310926496768,0.027615276013370767,0.006713657226512747,863,611,229
912,1080,2022-02-07 01:00:00,2022-03-24 01:00:00,9.583186554246593,8.747372314281348,7.3782838445501335,0.11890310926496768,0.027714269122166096,0.007500738471721538,863,601,236
936,1080,2022-02-08 01:00:00,2022-03-25 01:00:00,9.582490013053333,8.726675390902598,7.339028328853013,0.11890310926496768,0.02755011974131083,0.007108936859577931,863,593,229
