initial_slice_position,slice_size,start_date,end_date,connected_components_entropy,loops_entropy,voids_entropy,connected_components_amplitude,loops_amplitude,voids_amplitude,connected_components_number_of_points,loops_number_of_points,voids_number_of_points
0,1080,2021-12-31 01:00:00,2022-02-14 01:00:00,9.411193487917282,7.186134154183571,0.8957322471294981,0.039872982420229665,0.011687056214871192,2.957251274221289e-05,911,241,2
24,1080,2022-01-01 01:00:00,2022-02-15 01:00:00,9.401511160798817,7.1683008388769,0.8957322471294981,0.039872982420229665,0.01149019287506717,2.957251274221289e-05,911,241,2
48,1080,2022-01-02 01:00:00,2022-02-16 01:00:00,9.409037434663302,7.162585370815403,0.0,0.039872982420229665,0.010813272583786889,2.7946455127985395e-05,911,238,1
72,1080,2022-01-03 01:00:00,2022-02-17 01:00:00,9.408976810439448,7.166380305163736,0.9993355274773791,0.039872982420229665,0.010832937631507477,4.1464182841738055e-05,911,241,2
96,1080,2022-01-04 01:00:00,2022-02-18 01:00:00,9.406212317083419,7.194615560908897,0.9999645616820786,0.039872982420229665,0.010760517159536341,4.0024124994967625e-05,911,237,2
120,1080,2022-01-05 01:00:00,2022-02-19 01:00:00,9.408119055671813,7.203120087637462,0.9999645616820786,0.039872982420229665,0.010806896970840568,4.0024124994967625e-05,911,237,2
144,1080,2022-01-06 01:00:00,2022-02-20 01:00:00,9.40706022381135,7.16868321087147,0.0,0.039872982420229665,0.010762791315654057,2.854032554698376e-05,911,231,1
168,1080,2022-01-07 01:00:00,2022-02-21 01:00:00,9.407438106192958,7.194164464038537,0.0,0.039872982420229665,0.009058420993062264,2.854032554698376e-05,911,234,1
192,1080,2022-01-08 01:00:00,2022-02-22 01:00:00,9.39861511478418,7.2665382763973945,0.0,0.04097255941418804,0.008889316459140555,2.854032554698376e-05,911,240,1
216,1080,2022-01-09 01:00:00,2022-02-23 01:00:00,9.40192273925829,7.218351197568736,0.0,0.04097255941418804,0.008573420260639345,2.854032554698376e-05,911,236,1
240,1080,2022-01-10 01:00:00,2022-02-24 01:00:00,9.413178565890055,7.239185236828572,0.0,0.04097255941418804,0.008503908810832066,2.854032554698376e-05,911,232,1
264,1080,2022-01-11 01:00:00,2022-02-25 01:00:00,9.410671991867712,7.207838572872528,0.0,0.0469294196732012,0.009199950397345245,2.854032554698376e-05,911,228,1
288,1080,2022-01-12 01:00:00,2022-02-26 01:00:00,9.414337321563478,7.171909905982896,0.6722664209550907,0.0469294196732012,0.00912488184934406,0.0,911,223,2
312,1080,2022-01-13 01:00:00,2022-02-27 01:00:00,9.414099695695352,7.150415743379322,0.0,0.0469294196732012,0.009051842579832341,6.368814317822616e-07,911,225,1
336,1080,2022-01-14 01:00:00,2022-02-28 01:00:00,9.425751711878485,7.155687515541166,0.0,0.0469294196732012,0.008369807242718158,6.368814317822616e-07,911,223,1
360,1080,2022-01-15 01:00:00,2022-03-01 01:00:00,9.431738503339643,7.102923914399884,0.0,0.0469294196732012,0.008605431483473223,6.368814317822616e-07,911,219,1
384,1080,2022-01-16 01:00:00,2022-03-02 01:00:00,9.444750350193614,7.156535591879681,-1.0,0.0469294196732012,0.006859895953627726,0.0,911,221,0
408,1080,2022-01-17 01:00:00,2022-03-03 01:00:00,9.448967768859985,7.160028569446272,0.0,0.0469294196732012,0.009487098413028227,2.3336811281200895e-05,911,225,1
432,1080,2022-01-18 01:00:00,2022-03-04 01:00:00,9.4381277551865,7.239844716232496,0.0,0.0469294196732012,0.008404382754571076,2.3336811281200895e-05,911,238,1
456,1080,2022-01-19 01:00:00,2022-03-05 01:00:00,9.431735083047771,7.248266309021346,0.9005754432359085,0.0469294196732012,0.008452906585260775,2.4343827447120808e-05,911,234,2
480,1080,2022-01-20 01:00:00,2022-03-06 01:00:00,9.418209411007018,7.256464087070059,0.0,0.0469294196732012,0.008449966206810464,7.355376584672755e-06,911,232,1
504,1080,2022-01-21 01:00:00,2022-03-07 01:00:00,9.411685149271037,7.225515857670583,0.0,0.0469294196732012,0.009271565999393336,7.355376584672755e-06,911,229,1
528,1080,2022-01-22 01:00:00,2022-03-08 01:00:00,9.435150520686372,7.196417884309264,0.8700472521584861,0.04484670795657097,0.010076452306692255,2.7071037890129828e-05,911,234,2
552,1080,2022-01-23 01:00:00,2022-03-09 01:00:00,9.426149895970232,7.142081776625825,0.8700472521584861,0.04826113075746596,0.010048187838464267,2.7071037890129828e-05,911,234,2
576,1080,2022-01-24 01:00:00,2022-03-10 01:00:00,9.427406945527125,7.088583445506682,0.9642671397608684,0.04826113075746596,0.009943058576979486,3.0924957486033335e-05,911,229,2
600,1080,2022-01-25 01:00:00,2022-03-11 01:00:00,9.413854155142635,7.135078970030419,0.9642671397608684,0.04826113075746596,0.008960928913951468,3.0924957486033335e-05,911,231,2
624,1080,2022-01-26 01:00:00,2022-03-12 01:00:00,9.412869865078754,7.120768194142454,1.704520952523708,0.04826113075746596,0.008996951764844245,3.2936935277208034e-05,911,228,4
648,1080,2022-01-27 01:00:00,2022-03-13 01:00:00,9.406552156673445,7.104176120463133,1.288717287738307,0.04826113075746596,0.008186022581423787,1.7502599476223368e-05,911,223,3
672,1080,2022-01-28 01:00:00,2022-03-14 01:00:00,9.404254942337237,7.120734853173075,0.991584068915727,0.04826113075746596,0.00797780754077913,1.7425621386001414e-05,911,225,2
696,1080,2022-01-29 01:00:00,2022-03-15 01:00:00,9.406549525613265,7.157889288503584,1.7434941306850273,0.04826113075746596,0.007796030384211219,5.800205798225699e-05,911,229,4
720,1080,2022-01-30 01:00:00,2022-03-16 01:00:00,9.399081322563555,7.125460331122139,1.7459554103278552,0.04826113075746596,0.008116611021603702,5.813701667961445e-05,911,231,4
744,1080,2022-01-31 01:00:00,2022-03-17 01:00:00,9.392674658027357,7.118184023851892,1.5278657060363652,0.04826113075746596,0.008499583073413487,5.773784577361705e-05,911,229,5
768,1080,2022-02-01 01:00:00,2022-03-18 01:00:00,9.385242638825892,7.107791059027494,1.6716196222918924,0.04826113075746596,0.00831176606953189,5.778413501890687e-05,911,229,6
792,1080,2022-02-02 01:00:00,2022-03-19 01:00:00,9.381961825689457,7.139593657329572,1.8746142118451974,0.04826113075746596,0.007973389472779998,5.618785755869955e-05,911,231,6
816,1080,2022-02-03 01:00:00,2022-03-20 01:00:00,9.378724834819918,7.144642146745418,0.9859244023231573,0.04826113075746596,0.007951726804918369,5.647924705964501e-05,911,229,4
840,1080,2022-02-04 01:00:00,2022-03-21 01:00:00,9.373591744282393,7.105377302377023,1.4406557301360334,0.04826113075746596,0.008406466124163061,1.41628866929111e-05,911,225,4
864,1080,2022-02-05 01:00:00,2022-03-22 01:00:00,9.373872678135605,7.092396969613118,1.4406557301360334,0.04826113075746596,0.008701997671061761,1.41628866929111e-05,911,227,4
888,1080,2022-02-06 01:00:00,2022-03-23 01:00:00,9.375968695815981,7.068309231632147,1.7788767039741065,0.04826113075746596,0.009039807580209091,1.9896991226106705e-05,911,230,4
912,1080,2022-02-07 01:00:00,2022-03-24 01:00:00,9.379263403401044,7.071986899231925,1.3170893669646635,0.04826113075746596,0.00891682184104757,0.0,911,230,3
936,1080,2022-02-08 01:00:00,2022-03-25 01:00:00,9.376257984836053,7.061365119236502,1.4281954042692262,0.04826113075746596,0.009070254680180728,2.0388568314221128e-05,911,228,4
960,1080,2022-02-09 01:00:00,2022-03-26 01:00:00,9.36793170141161,7.064248509123336,1.4281954042692262,0.04826113075746596,0.010178172467437479,2.0388568314221128e-05,911,231,4
984,1080,2022-02-10 01:00:00,2022-03-27 01:00:00,9.374329459993058,7.060540642244085,1.0905941219868975,0.04826113075746596,0.010145141609759559,2.0388568314221128e-05,911,225,3
1008,1080,2022-02-11 01:00:00,2022-03-28 01:00:00,9.382041231437643,7.1183145048589695,0.19345484441674474,0.04826113075746596,0.009950487094014545,1.0633930991653264e-05,911,231,2
1032,1080,2022-02-12 01:00:00,2022-03-29 01:00:00,9.385204063960561,7.141522142834711,0.6284281091210553,0.04826113075746596,0.010048062768199167,0.00012917727187572358,911,232,2
1056,1080,2022-02-13 01:00:00,2022-03-30 01:00:00,9.38578585861049,7.178952049875241,0.0,0.04826113075746596,0.010964324251588562,0.00012943962216596216,911,235,1
1080,1080,2022-02-14 01:00:00,2022-03-31 01:00:00,9.389690767262485,7.195045046198829,0.0,0.04826113075746596,0.010960654312042774,4.1199821563641983e-05,911,239,1
1104,1080,2022-02-15 01:00:00,2022-04-01 01:00:00,9.387089391346287,7.195606320419272,0.0,0.04826113075746596,0.010198239075360375,4.1199821563641983e-05,911,241,1
1128,1080,2022-02-16 01:00:00,2022-04-02 01:00:00,9.390642239603336,7.232480891237757,0.9791749664706036,0.04826113075746596,0.010271921222322976,4.802922149244834e-05,911,251,2
1152,1080,2022-02-17 01:00:00,2022-04-03 01:00:00,9.391228416663044,7.189278591786787,0.9791749664706036,0.04826113075746596,0.010460149194210335,4.802922149244834e-05,911,250,2
