initial_slice_position,slice_size,start_date,end_date,connected_components_entropy,loops_entropy,voids_entropy,connected_components_amplitude,loops_amplitude,voids_amplitude,connected_components_number_of_points,loops_number_of_points,voids_number_of_points
0,168,2021-12-31 01:00:00,2022-01-07 01:00:00,6.741636958426617,4.199055341251514,-1.0,0.059145942249629456,0.006030172455297282,0.0,143,28,0
24,168,2022-01-01 01:00:00,2022-01-08 01:00:00,6.679723563641739,4.2380067116237115,-1.0,0.05663791372700536,0.012826717347234937,0.0,143,29,0
48,168,2022-01-02 01:00:00,2022-01-09 01:00:00,6.738805483690613,3.863105615770197,-1.0,0.05663791372700536,0.012671073125366306,0.0,143,23,0
72,168,2022-01-03 01:00:00,2022-01-10 01:00:00,6.798746989584645,4.299593211546554,-1.0,0.05663791372700536,0.012830182140115639,0.0,143,28,0
96,168,2022-01-04 01:00:00,2022-01-11 01:00:00,6.8743332620804445,4.459778236919237,-1.0,0.043083198747424306,0.014362021456054455,0.0,143,31,0
120,168,2022-01-05 01:00:00,2022-01-12 01:00:00,6.867914601793631,4.279691456503743,-1.0,0.04390493516078594,0.0169518205915229,0.0,143,32,0
144,168,2022-01-06 01:00:00,2022-01-13 01:00:00,6.843947885357715,4.3863113463105154,0.9533938605551676,0.05197318789276571,0.018178817722117702,0.0001226731022777147,143,36,2
168,168,2022-01-07 01:00:00,2022-01-14 01:00:00,6.8550567062249534,4.488125592295543,-1.0,0.048301663920281256,0.010621791590779984,0.0,143,37,0
192,168,2022-01-08 01:00:00,2022-01-15 01:00:00,6.827128817311543,4.688418137940119,0.0,0.05223346402466798,0.008342662096551852,0.0003410969996807245,143,42,1
216,168,2022-01-09 01:00:00,2022-01-16 01:00:00,6.7558440553254995,4.269610900123857,0.9950087662549094,0.05223346402466798,0.009320308072611945,0.0005545780123412183,143,33,2
240,168,2022-01-10 01:00:00,2022-01-17 01:00:00,6.7944913094409705,4.554513392315915,-1.0,0.044986916759199594,0.00771472593719982,0.0,143,35,0
264,168,2022-01-11 01:00:00,2022-01-18 01:00:00,6.80057078176252,4.501685350159296,-1.0,0.04522421706519126,0.006307088430300045,0.0,143,33,0
288,168,2022-01-12 01:00:00,2022-01-19 01:00:00,6.646098789820072,4.535529740710208,-1.0,0.1159325094579901,0.01105220220616212,0.0,143,36,0
312,168,2022-01-13 01:00:00,2022-01-20 01:00:00,6.646878728097581,4.201392408137374,-1.0,0.0820296310780278,0.01074804905582798,0.0,143,26,0
336,168,2022-01-14 01:00:00,2022-01-21 01:00:00,6.67858309675426,4.199296767871905,-1.0,0.0820296310780278,0.014326608667205589,0.0,143,28,0
360,168,2022-01-15 01:00:00,2022-01-22 01:00:00,6.731835513494671,4.338098741072497,-1.0,0.07888885308284337,0.01313217248344832,0.0,143,30,0
384,168,2022-01-16 01:00:00,2022-01-23 01:00:00,6.820210869185562,4.296917588597249,-1.0,0.05943776903801734,0.0236426283220451,0.0,143,35,0
408,168,2022-01-17 01:00:00,2022-01-24 01:00:00,6.893593640505576,4.749566448164626,-1.0,0.05943776903801734,0.013723059558098704,0.0,143,38,0
432,168,2022-01-18 01:00:00,2022-01-25 01:00:00,6.909660758747079,4.598416252413803,-1.0,0.05943776903801734,0.013317092504728095,0.0,143,33,0
456,168,2022-01-19 01:00:00,2022-01-26 01:00:00,6.9155810500952875,4.2324506416002174,-1.0,0.05943776903801734,0.028489300749269465,0.0,143,33,0
480,168,2022-01-20 01:00:00,2022-01-27 01:00:00,6.881061810161516,4.0122203443018964,-1.0,0.05943776903801734,0.022931769362902164,0.0,143,28,0
504,168,2022-01-21 01:00:00,2022-01-28 01:00:00,6.939943704368178,4.1363543714465765,-1.0,0.05558185661880946,0.016196525480934743,0.0,143,29,0
528,168,2022-01-22 01:00:00,2022-01-29 01:00:00,6.9283397777917015,4.551705989457638,0.0,0.05558185661880946,0.017369842249978704,0.0006513915944208413,143,34,1
552,168,2022-01-23 01:00:00,2022-01-30 01:00:00,6.918244422190772,4.26437016941406,0.0,0.042569009338644576,0.015442865661244573,0.0006513915944208413,143,33,1
576,168,2022-01-24 01:00:00,2022-01-31 01:00:00,6.910705849620667,4.3937869758410395,-1.0,0.042569009338644576,0.010426618599806798,0.0,143,32,0
600,168,2022-01-25 01:00:00,2022-02-01 01:00:00,6.883104731739587,4.67444412562349,-1.0,0.042569009338644576,0.008778101466614863,0.0,143,34,0
624,168,2022-01-26 01:00:00,2022-02-02 01:00:00,6.851519362049067,4.314532001595101,0.0,0.027828092613123145,0.016685191801570846,1.0034885744984913e-05,143,30,1
648,168,2022-01-27 01:00:00,2022-02-03 01:00:00,6.802469465134971,4.466042718430085,-1.0,0.03539739308489307,0.00594805169133762,0.0,143,32,0
672,168,2022-01-28 01:00:00,2022-02-04 01:00:00,6.798246605212933,4.660518634599398,-1.0,0.04337218512328349,0.005720077031009562,0.0,143,38,0
696,168,2022-01-29 01:00:00,2022-02-05 01:00:00,6.844726447005544,4.537788926501262,-1.0,0.03618509690699502,0.005761762709248712,0.0,143,36,0
720,168,2022-01-30 01:00:00,2022-02-06 01:00:00,6.751223756687107,4.332073934727142,-1.0,0.05730091936333115,0.008558956142959907,0.0,143,30,0
744,168,2022-01-31 01:00:00,2022-02-07 01:00:00,6.768564479813372,4.497320421867817,-1.0,0.056991552834877314,0.008399076555018405,0.0,143,33,0
768,168,2022-02-01 01:00:00,2022-02-08 01:00:00,6.759609858424317,4.322585575264155,-1.0,0.056991552834877314,0.008610804631219557,0.0,143,31,0
792,168,2022-02-02 01:00:00,2022-02-09 01:00:00,6.8508616418090496,4.565135941237908,-1.0,0.03346968033582841,0.011454090848099327,0.0,143,35,0
816,168,2022-02-03 01:00:00,2022-02-10 01:00:00,6.843480317948898,4.501434438414156,-1.0,0.04035511950979757,0.011150315628869107,0.0,143,31,0
840,168,2022-02-04 01:00:00,2022-02-11 01:00:00,6.8254352633473845,4.354396636438924,-1.0,0.041033229879456005,0.012002020126972405,0.0,143,30,0
864,168,2022-02-05 01:00:00,2022-02-12 01:00:00,6.864887798238255,4.2148321787666925,-1.0,0.04056452351220035,0.009193128691996226,0.0,143,28,0
888,168,2022-02-06 01:00:00,2022-02-13 01:00:00,6.842736484632392,4.315661808655901,-1.0,0.04775956504602423,0.007209208293288132,0.0,143,27,0
912,168,2022-02-07 01:00:00,2022-02-14 01:00:00,6.763289195522436,4.257507789938546,-1.0,0.09414717738959066,0.00859938599689105,0.0,143,27,0
