initial_slice_position,slice_size,start_date,end_date,connected_components_entropy,loops_entropy,voids_entropy,connected_components_amplitude,loops_amplitude,voids_amplitude,connected_components_number_of_points,loops_number_of_points,voids_number_of_points
0,1080,2022-01-01,2024-12-16,9.410472494413233,7.170897842895604,0.7495004350602091,0.06492399741674061,0.012508899772511307,0.00023899327016676193,1007,264,3
24,1080,2022-01-25,2025-01-09,9.403689218468118,7.239519379226319,1.1008584808937392,0.06492399741674061,0.01053264084657741,1.1387146455779929e-05,1007,266,3
48,1080,2022-02-18,2025-02-02,9.394495395326711,7.293660457522521,1.4275867966325066,0.06492399741674061,0.010505637924432253,2.090040123623627e-05,1007,268,3
72,1080,2022-03-14,2025-02-26,9.408424795880022,7.271821891731918,1.4254566965133064,0.06492399741674061,0.011445005683621287,1.8975933392594702e-05,1007,263,3
96,1080,2022-04-07,2025-03-22,9.404573289078742,7.242139973974525,1.8627954303232903,0.049770498103737876,0.011554672157456066,2.4242778410879522e-05,1007,259,4
120,1080,2022-05-01,2025-04-15,9.421118419758137,7.201849834221762,1.8907967697317227,0.049770498103737876,0.011457282461614532,0.00010774936737024157,1007,255,5
144,1080,2022-05-25,2025-05-09,9.413872254229423,7.217255981745833,1.418231701946782,0.05857196170282897,0.010886846368571713,2.071120780371138e-05,1007,255,3
168,1080,2022-06-18,2025-06-02,9.44186040845017,7.25604386465198,1.4658966983197883,0.049770498103737876,0.010963622020264704,2.098556488446701e-05,1007,262,4
192,1080,2022-07-12,2025-06-26,9.439231900629471,7.283618650621991,1.418231701946782,0.049770498103737876,0.01097424265611786,2.071120780371138e-05,1007,266,3
216,1080,2022-08-05,2025-07-20,9.437258949072387,7.294247618236753,1.418231701946782,0.049770498103737876,0.010843638982342552,2.071120780371138e-05,1007,268,3
