date,open,high,low,close,volume,close_log_returns,open_log_returns,high_log_returns,low_log_returns,close_perc_change,open_perc_change,high_perc_change,low_perc_change,high_low_range,close_open_range
2022-01-16,1.293,1.319,1.251,1.291,80421836.4,-0.0007742934959047795,0.04832623467839228,0.007610386807414762,0.025092372739608806,-0.0007739938080496556,0.0495129870129869,0.0076394194041253805,0.025409836065573677,0.06800000000000006,-0.0020000000000000018
2022-01-17,1.292,1.422,1.286,1.41,247977037.4,0.08817259252557146,-0.0007736944293102691,0.07519045764587168,0.027593394330653748,0.09217660728117738,-0.0007733952049496784,0.07808946171341935,0.027977617905675656,0.1359999999999999,0.11799999999999988
2022-01-18,1.411,1.607,1.386,1.603,545675409.1,0.12828716923733913,0.0881072675102668,0.12230475537432653,0.07488527495228385,0.13687943262411362,0.09210526315789469,0.13009845288326316,0.07776049766718507,0.22100000000000009,0.19199999999999995
2022-01-19,1.602,1.638,1.411,1.458,455949108.3,-0.09481124004094954,0.12695417577549054,0.019106898675502193,0.0178767721029655,-0.09045539613225206,0.13536498936924168,0.019290603609209755,0.018037518037518074,0.22699999999999987,-0.14400000000000013
2022-01-20,1.458,1.534,1.326,1.337,329948716.4,-0.08663733546666033,-0.0941872150597012,-0.06559728248581312,-0.06213178110700616,-0.08299039780521267,-0.08988764044943831,-0.06349206349206338,-0.06024096385542166,0.20799999999999996,-0.121
2022-01-21,1.336,1.427,1.251,1.259,261063307.3,-0.06011054305759611,-0.08738555847201233,-0.07230436445036502,-0.05822366027889682,-0.05833956619296943,-0.08367626886145396,-0.06975228161668834,-0.05656108597285081,0.17600000000000016,-0.07700000000000018
2022-01-22,1.259,1.282,1.101,1.12,408519522.4,-0.11698906975520675,-0.05936232005224404,-0.10715297999622106,-0.1277243737442311,-0.11040508339952326,-0.05763473053892232,-0.10161177295024526,-0.11990407673860903,0.18100000000000005,-0.1389999999999998
2022-01-23,1.12,1.155,0.917,1.071,554287709.12,-0.04473589384139164,-0.11698906975520675,-0.10432101452472145,-0.18286666446621502,-0.04375000000000018,-0.11040508339952326,-0.09906396255850236,-0.16712079927338774,0.238,-0.049000000000000155
2022-01-24,1.071,1.17,1.051,1.124,257147931.5,0.04830096000588766,-0.04473589384139164,0.012903404835907782,0.13638989862048617,0.04948646125116718,-0.04375000000000018,0.01298701298701288,0.1461286804798254,0.119,0.05300000000000016
2022-01-25,1.124,1.125,0.951,1.065,437410320.0,-0.05391895231011104,0.04830096000588766,-0.03922071315328127,-0.09998330833156077,-0.05249110320284711,0.04948646125116718,-0.038461538461538436,-0.09514747859181727,0.17400000000000004,-0.05900000000000016
2022-01-26,1.066,1.074,0.991,1.043,218828333.3,-0.02087362314275305,-0.05298042572784654,-0.046393039569710394,0.041200471784597646,-0.020657276995305174,-0.051601423487544484,-0.045333333333333226,0.04206098843322814,0.08300000000000007,-0.02300000000000013
2022-01-27,1.043,1.157,1.022,1.077,336503954.9,0.03207822215561616,-0.02181214972501757,0.07444045212486652,0.030802236433661867,0.03259827420901251,-0.0215759849906193,0.07728119180633142,0.03128153380423826,0.135,0.03400000000000003
2022-01-28,1.078,1.08,1.004,1.042,184762461.8,-0.03303745484307625,0.03300629646817008,-0.06886940707541113,-0.017769470511975295,-0.03249767873723297,0.033557046979865834,-0.06655142610198783,-0.017612524461839585,0.07600000000000007,-0.03600000000000003
2022-01-29,1.042,1.059,1.008,1.048,137690073.1,0.005741642567675183,-0.03396552915563027,-0.019635974516859073,0.003976148379639417,0.0057581573896352545,-0.033395176252319136,-0.019444444444444597,0.003984063745019917,0.050999999999999934,0.006000000000000005
2022-01-30,1.049,1.084,1.037,1.059,89531278.4,0.010441480720418908,0.0066953860829848015,0.023332836398185213,0.028363759598213304,0.01049618320610679,0.006717850287907723,0.02360717658168099,0.028769841269841168,0.04700000000000015,0.010000000000000009
2022-01-31,1.059,1.077,1.024,1.035,72352160.1,-0.02292363990193708,0.009487737205109384,-0.006478504843203034,-0.01261540263007409,-0.022662889518413665,0.009532888465205058,-0.0064575645756458355,-0.012536162005785778,0.052999999999999936,-0.02400000000000002
2022-02-01,1.035,1.06,1.006,1.051,101218950.1,0.015340665177481614,-0.02292363990193708,-0.015910490050275682,-0.01773445493976858,0.015458937198067568,-0.022662889518413665,-0.01578458681522743,-0.017578125,0.05400000000000005,0.016000000000000014
2022-02-02,1.052,1.096,1.034,1.096,124526330.3,0.04192509663100975,0.01629168759818575,0.03339828040184801,0.027452704408690055,0.04281636536631783,0.01642512077294689,0.03396226415094339,0.027833001988071704,0.062000000000000055,0.04400000000000004
2022-02-03,1.096,1.103,1.022,1.027,126857788.7,-0.06502525757940275,0.040974074210305696,0.006366551745541468,-0.011673284304724734,-0.06295620437956218,0.041825095057034245,0.006386861313868453,-0.011605415860735047,0.08099999999999996,-0.06900000000000017
2022-02-04,1.027,1.062,1.016,1.061,98542208.5,0.032569928685424944,-0.06502525757940275,-0.03787981745161824,-0.0058881426252225975,0.0331061343719572,-0.06295620437956218,-0.03717135086128731,-0.005870841487279899,0.04600000000000004,0.03400000000000003
2022-02-05,1.061,1.139,1.045,1.138,135205051.6,0.07006047607229315,0.032569928685424944,0.06999676164529797,0.028143536260484128,0.07257304429783229,0.0331061343719572,0.07250470809792842,0.028543307086614123,0.09400000000000008,0.07699999999999996
2022-02-06,1.138,1.178,1.097,1.125,152710784.3,-0.011489300047755585,0.07006047607229315,0.03366740076434987,0.04856229587631886,-0.011423550087873324,0.07257304429783229,0.034240561896400346,0.04976076555023923,0.08099999999999996,-0.0129999999999999
2022-02-07,1.125,1.15,1.097,1.143,107099317.0,0.015873349156290163,-0.011489300047755585,-0.024056142854236268,0.0,0.016000000000000014,-0.011423550087873324,-0.02376910016977929,0.0,0.052999999999999936,0.018000000000000016
2022-02-08,1.142,1.209,1.125,1.199,267801841.6,0.047831491232703555,0.014998075577434985,0.050031629257497025,0.02520385436329037,0.04899387576552927,0.015111111111111075,0.05130434782608706,0.025524156791248975,0.08400000000000007,0.05700000000000016
2022-02-09,1.198,1.263,1.133,1.176,271657090.8,-0.019369026568942103,0.04787238845943921,0.0436962717356982,0.007085946389485766,-0.019182652210175233,0.049036777583187474,0.044665012406947646,0.007111111111111068,0.1299999999999999,-0.02200000000000002
2022-02-10,1.176,1.215,1.152,1.195,137109784.2,0.016027335907038913,-0.018534650216822466,-0.03874576657584218,0.016630580227830146,0.016156462585034115,-0.018363939899833093,-0.03800475059382413,0.01676963812886134,0.06300000000000017,0.019000000000000128
2022-02-11,1.194,1.225,1.143,1.15,183604520.1,-0.03838424300831545,0.015190165493975238,0.00819676720417849,-0.007843177461025782,-0.03765690376569053,0.015306122448979664,0.008230452674897082,-0.007812499999999889,0.08200000000000007,-0.04400000000000004
2022-02-12,1.15,1.164,1.068,1.079,131818725.2,-0.063727256099161,-0.03754707259525174,-0.05107849468744439,-0.06786864427467046,-0.06173913043478252,-0.03685092127303191,-0.04979591836734709,-0.06561679790026242,0.09599999999999986,-0.07099999999999995
2022-02-13,1.079,1.092,1.029,1.059,149173437.2,-0.018709619656728176,-0.063727256099161,-0.06385147198653267,-0.03720028368609069,-0.01853568118628357,-0.06173913043478252,-0.061855670103092675,-0.036516853932584414,0.06300000000000017,-0.020000000000000018
2022-02-14,1.058,1.076,1.032,1.042,99247994.0,-0.016183123288094105,-0.019654352839889883,-0.014760415583120686,0.0029112102074585343,-0.01605288007554284,-0.019462465245597693,-0.014652014652014711,0.00291545189504383,0.04400000000000004,-0.016000000000000014
2022-02-15,1.043,1.055,1.018,1.049,138982742.3,0.0066953860829848015,-0.014279157417472382,-0.019709694811563004,-0.013658748931040016,0.006717850287907723,-0.01417769376181488,-0.019516728624535462,-0.013565891472868241,0.03699999999999992,0.006000000000000005
2022-02-16,1.05,1.115,1.049,1.107,153934616.3,0.053816324312339715,0.00668898815079671,0.0553136379840524,0.029997411285829084,0.05529075309818876,0.006711409395973256,0.056872037914692086,0.03045186640471509,0.06600000000000006,0.05699999999999994
2022-02-17,1.108,1.112,1.066,1.082,100925929.7,-0.022842473302209985,0.05376642415566013,-0.002694209083691389,0.016075996329492755,-0.02258355916892496,0.05523809523809531,-0.0026905829596411968,0.01620591039084851,0.04600000000000004,-0.026000000000000023
2022-02-18,1.083,1.094,1.008,1.02,114535761.9,-0.05900855312811013,-0.022821620306238608,-0.016319491828601183,-0.05594515609447602,-0.0573012939001849,-0.022563176895306958,-0.01618705035971224,-0.054409005628517915,0.08600000000000008,-0.06299999999999994
2022-02-19,1.019,1.043,0.983,0.995,133614248.4,-0.02481516911972402,-0.060913213778265904,-0.047739527981154196,-0.025114328484147398,-0.02450980392156865,-0.05909510618651903,-0.046617915904936136,-0.024801587301587324,0.05999999999999994,-0.02399999999999991
2022-02-20,0.996,1.019,0.973,0.996,92102940.7,0.0010045204260054903,-0.022829775638126434,-0.02327942177804765,-0.010225037961161554,0.0010050251256281673,-0.02257114818449446,-0.0230105465004794,-0.010172939979654183,0.04599999999999993,0.0
2022-02-21,0.997,0.998,0.919,0.931,156774619.1,-0.06748798030753109,0.001003512377240109,-0.0208237569112607,-0.057097959830317985,-0.06526104417670675,0.0010040160642570406,-0.02060843964671233,-0.05549845837615619,0.07899999999999996,-0.06599999999999995
2022-02-22,0.931,0.993,0.851,0.856,283488504.31,-0.08398890113532499,-0.06849149268477114,-0.005022612266291332,-0.076873993782313,-0.08055853920515577,-0.06619859578736198,-0.00501002004008011,-0.0739934711643091,0.14200000000000002,-0.07500000000000007
2022-02-23,0.856,0.897,0.813,0.888,264842040.57,0.03670136685042796,-0.08398890113532499,-0.10167480198637645,-0.04568101902556358,0.03738317757009346,-0.08055853920515577,-0.09667673716012082,-0.044653349001175124,0.08400000000000007,0.03200000000000003
2022-02-24,0.888,0.96,0.863,0.866,237719675.9,-0.025086834429734875,0.03670136685042796,0.06787742240308577,0.059683581535617404,-0.024774774774774744,0.03738317757009346,0.07023411371237454,0.06150061500615012,0.09699999999999998,-0.02200000000000002
2022-02-25,0.866,0.899,0.746,0.853,560130978.58,-0.015125361070756104,-0.025086834429734875,-0.06565024999026159,-0.14568909087966714,-0.01501154734411092,-0.024774774774774744,-0.06354166666666661,-0.13557358053302437,0.15300000000000002,-0.013000000000000012
2022-02-26,0.852,0.91,0.823,0.898,210840757.4,0.051410520810520596,-0.01629838173311942,0.012161565039275435,0.09823060047330892,0.05275498241500598,-0.0161662817551963,0.012235817575083408,0.10321715817694366,0.08700000000000008,0.04600000000000004
2022-02-27,0.898,0.93,0.881,0.887,142052119.7,-0.012325085992620118,0.052583541472883875,0.02173998663640582,0.06810142525910978,-0.012249443207126953,0.0539906103286385,0.0219780219780219,0.07047387606318356,0.049000000000000044,-0.01100000000000001
2022-02-28,0.886,0.915,0.832,0.856,162004634.9,-0.035574606167837405,-0.01345311769711864,-0.01626052087178029,-0.05722518511497094,-0.03494926719278468,-0.013363028953229383,-0.016129032258064502,-0.055618615209988675,0.08300000000000007,-0.030000000000000027
2022-03-01,0.857,0.97,0.842,0.962,227929558.7,0.11674407452396443,-0.03327903200730123,0.058372006221907045,0.011947573421118202,0.12383177570093462,-0.03273137697516937,0.060109289617486183,0.012019230769230838,0.128,0.10499999999999998
2022-03-02,0.962,1.011,0.939,0.963,234764266.6,0.0010389611324190385,0.11557653206792666,0.041399147523042766,0.10903546496593623,0.0010395010395010118,0.12252042007001163,0.04226804123711325,0.11520190023752974,0.07199999999999995,0.0010000000000000009
2022-03-03,0.964,0.977,0.927,0.939,149491898.8,-0.02523793258986265,0.002076843944839069,-0.03420856697768857,-0.012861913642407697,-0.024922118380062308,0.0020790020790020236,-0.03363006923837775,-0.012779552715654896,0.04999999999999993,-0.025000000000000022
2022-03-04,0.938,0.946,0.883,0.903,114772747.9,-0.039092925791277426,-0.027341345604320957,-0.03224408299090444,-0.04862836496189521,-0.0383386581469648,-0.026970954356846488,-0.03172978505629476,-0.04746494066882423,0.06299999999999994,-0.03499999999999992
2022-03-05,0.902,0.903,0.826,0.844,147015719.3,-0.06757005882102833,-0.03913542894360098,-0.04652001563489282,-0.06673042708298199,-0.06533776301218164,-0.03837953091684432,-0.045454545454545414,-0.0645526613816535,0.07700000000000007,-0.05800000000000005
2022-03-06,0.844,0.883,0.818,0.864,78739554.5,0.023420274208098422,-0.06646202546666657,-0.02239735281302548,-0.009732436918231,0.023696682464454888,-0.06430155210643018,-0.02214839424141757,-0.009685230024213065,0.06500000000000006,0.020000000000000018
2022-03-07,0.865,0.872,0.819,0.823,76546559.4,-0.048616568126985824,0.02457701233592216,-0.012535776694980386,0.0012217472503222913,-0.04745370370370372,0.024881516587677677,-0.01245753114382786,0.0012224938875304847,0.05300000000000005,-0.04200000000000004
2022-03-08,0.822,0.847,0.777,0.793,132873670.6,-0.037132979042221737,-0.05098911187569944,-0.02908872925692526,-0.05264373348542191,-0.03645200486026723,-0.04971098265895957,-0.028669724770642224,-0.05128205128205121,0.06999999999999995,-0.028999999999999915
2022-03-09,0.793,0.821,0.787,0.802,124187499.5,0.011285386231666607,-0.03591717342133183,-0.031177585199626212,0.012787898049755688,0.011349306431273742,-0.035279805352797955,-0.030696576151121646,0.01287001287001277,0.03399999999999992,0.009000000000000008
2022-03-10,0.802,0.863,0.799,0.849,114971836.5,0.05695057844483268,0.011285386231666607,0.049891581630999667,0.01513269734887146,0.058603491271820296,0.011349306431273742,0.05115712545675999,0.015247776365946653,0.06399999999999995,0.04699999999999993
2022-03-11,0.849,0.854,0.785,0.807,115081098.3,-0.05073551804139842,0.05695057844483268,-0.010483497294858042,-0.017677227983866235,-0.04946996466431086,0.058603491271820296,-0.010428736964078755,-0.017521902377972465,0.06899999999999995,-0.041999999999999926
2022-03-12,0.806,0.819,0.782,0.788,101514757.7,-0.023825578412069674,-0.051975443804718933,-0.04184710993550049,-0.0038289772370973508,-0.023543990086741018,-0.05064782096584208,-0.040983606557377095,-0.003821656050955413,0.03699999999999992,-0.018000000000000016
2022-03-13,0.788,0.802,0.786,0.789,50466434.4,0.0012682309879951483,-0.022585652648749153,-0.020975475986554852,0.005102051883895552,0.0012690355329949554,-0.022332506203473934,-0.020757020757020683,0.005115089514066584,0.016000000000000014,0.0010000000000000009
2022-03-14,0.789,0.821,0.78,0.786,88733691.2,-0.0038095284166677302,0.0012682309879951483,0.023414501585913534,-0.007662872745569137,-0.0038022813688213253,0.0012690355329949554,0.023690773067331472,-0.007633587786259555,0.040999999999999925,-0.0030000000000000027
2022-03-15,0.787,0.816,0.776,0.802,104141955.4,0.020151815437307912,-0.002538072428471,-0.006108754488321253,-0.005141399500418652,0.020356234096692072,-0.0025348542458808465,-0.006090133982947665,-0.00512820512820511,0.039999999999999925,0.015000000000000013
2022-03-16,0.803,0.817,0.781,0.8,95462205.5,-0.0024968801985871545,0.0201264655293584,0.0012247398958958697,0.006422629656467192,-0.0024937655860348684,0.020330368487928796,0.001225490196078427,0.006443298969072142,0.03599999999999992,-0.0030000000000000027
2022-03-17,0.8,0.84,0.792,0.838,160796978.5,0.046406372814155626,-0.003742986278834392,0.027762796977356476,0.01398624197473987,0.047499999999999876,-0.0037359900373599153,0.028151774785801775,0.014084507042253502,0.04799999999999993,0.03799999999999992
2022-03-18,0.839,0.858,0.827,0.835,106462948.2,-0.0035863756312275773,0.047598978799278734,0.021202207650602906,0.04324330320926539,-0.0035799522673031214,0.04874999999999985,0.021428571428571352,0.044191919191919116,0.031000000000000028,-0.0040000000000000036
2022-03-19,0.835,0.86,0.82,0.851,82865732.3,0.018980403722518715,-0.004778981616350692,0.002328289759591168,-0.008500354765392492,0.01916167664670665,-0.004767580452920139,0.002331002331002363,-0.008464328899637219,0.040000000000000036,0.016000000000000014
2022-03-20,0.851,0.916,0.85,0.903,114266368.8,0.05931042484361134,0.018980403722518715,0.06308397542657687,0.03593200922606337,0.06110458284371334,0.01916167664670665,0.06511627906976747,0.03658536585365857,0.06600000000000006,0.052000000000000046
2022-03-21,0.902,0.916,0.864,0.879,93008770.9,-0.026937655731808487,0.058202391489249515,0.0,0.0163364193196936,-0.02657807308970106,0.059929494712103404,0.0,0.016470588235294237,0.052000000000000046,-0.02300000000000002
2022-03-22,0.879,0.93,0.863,0.917,115815047.2,0.0423225745712879,-0.025829622377446675,0.015168221473171444,-0.0011580777206277087,0.04323094425483509,-0.0254988913525499,0.015283842794759916,-0.0011574074074074403,0.06700000000000006,0.038000000000000034
2022-03-23,0.917,0.988,0.907,0.975,172058469.4,0.06132999874138219,0.0423225745712879,0.0604981116005661,0.04972775903170871,0.06324972737186463,0.04323094425483509,0.06236559139784936,0.05098493626882972,0.08099999999999996,0.05799999999999994
2022-03-24,0.975,1.11,0.957,1.108,362447245.1,0.12787439630938202,0.06132999874138219,0.1164325965585121,0.05366094133781763,0.1364102564102565,0.06324972737186463,0.12348178137651833,0.055126791620727644,0.15300000000000014,0.13300000000000012
2022-03-25,1.108,1.19,1.076,1.131,390982460.0,0.02054560880889119,0.12787439630938202,0.06959329179919518,0.11720234926877549,0.02075812274368216,0.1364102564102565,0.072072072072072,0.12434691745036575,0.11399999999999988,0.02299999999999991
2022-03-26,1.13,1.167,1.072,1.096,290456883.7,-0.0314350086081595,0.019661044399156974,-0.019516953819019016,-0.0037243990909824397,-0.030946065428823943,0.019855595667869874,-0.019327731092436906,-0.0037174721189591198,0.09499999999999997,-0.03399999999999981
2022-03-27,1.096,1.16,1.079,1.152,143117986.1,0.04983237374787554,-0.03055044419842525,-0.006016348186145751,0.006508623627387257,0.05109489051094873,-0.030088495575221086,-0.005998286203941827,0.006529850746268551,0.08099999999999996,0.05599999999999983
2022-03-28,1.152,1.186,1.104,1.184,135043361.8,0.02739897418811456,0.04983237374787554,0.022166295457260423,0.022905261578906093,0.0277777777777779,0.05109489051094873,0.022413793103448265,0.02316960148285463,0.08199999999999985,0.03200000000000003
2022-03-29,1.184,1.246,1.157,1.17,261105698.6,-0.011894787652149207,0.02739897418811456,0.04935211978972769,0.046890500356635896,-0.011824324324324342,0.0277777777777779,0.050590219224283306,0.04800724637681153,0.08899999999999997,-0.014000000000000012
2022-03-30,1.17,1.243,1.166,1.191,180298618.0,0.01778954156349846,-0.011894787652149207,-0.0024106078366872667,0.007748639716761098,0.017948717948718107,-0.011824324324324342,-0.0024077046548955927,0.007778738115816752,0.07700000000000018,0.02100000000000013
2022-03-31,1.191,1.218,1.161,1.189,146032640.3,-0.001680672664518289,0.01778954156349846,-0.020317643240868925,-0.004297385212546098,-0.0016792611251049694,0.017948717948718107,-0.0201126307320999,-0.004288164665523064,0.05699999999999994,-0.0020000000000000018
2022-04-01,1.189,1.228,1.133,1.141,177164788.1,-0.041207546828706275,-0.001680672664518289,0.008176660437245539,-0.024412720669885177,-0.0403700588730026,-0.0016792611251049694,0.008210180623973828,-0.024117140396210157,0.09499999999999997,-0.04800000000000004
2022-04-02,1.141,1.175,1.104,1.165,191221298.9,0.020816016137725213,-0.041207546828706275,-0.04411868212882834,-0.02592903419096561,0.021034180543382908,-0.0403700588730026,-0.04315960912052108,-0.025595763459841048,0.07099999999999995,0.02400000000000002
2022-04-03,1.165,1.195,1.145,1.155,107106263.9,-0.008620743043907088,0.020816016137725213,0.01687803778735173,0.036464689151299294,-0.008583690987124526,0.021034180543382908,0.017021276595744705,0.03713768115942018,0.050000000000000044,-0.010000000000000009
2022-04-04,1.156,1.2,1.142,1.186,78660058.3,0.026485956601776675,-0.007755316767478273,0.004175371410480592,-0.002623525772384592,0.026839826839826664,-0.007725321888412129,0.004184100418409997,-0.0026200873362446364,0.05800000000000005,0.030000000000000027
2022-04-05,1.186,1.245,1.16,1.212,253235570.3,0.021685587071589057,0.025620530325348046,0.0368139731227164,0.01563889388445473,0.021922428330522825,0.02595155709342567,0.03750000000000009,0.015761821366024442,0.08500000000000019,0.026000000000000023
2022-04-06,1.212,1.219,1.163,1.171,108831679.5,-0.034413803031542414,0.021685587071589057,-0.02110467941753648,0.0025828684182542384,-0.03382838283828382,0.021922428330522825,-0.0208835341365462,0.002586206896551868,0.05600000000000005,-0.040999999999999925
2022-04-07,1.17,1.173,1.047,1.052,206766772.7,-0.10716497030006217,-0.03526813883745799,-0.03846628082779605,-0.1050739416481277,-0.10162254483347566,-0.034653465346534684,-0.037735849056603765,-0.09974204643164242,0.1260000000000001,-0.11799999999999988
2022-04-08,1.052,1.101,1.038,1.089,99287570.5,0.03456672963530519,-0.10631063449414647,-0.06334571193079556,-0.008633147144702778,0.03517110266159684,-0.10085470085470072,-0.06138107416879801,-0.00859598853868182,0.06299999999999994,0.03699999999999992
2022-04-09,1.089,1.1,1.019,1.024,88048109.3,-0.06154331733350727,0.03456672963530519,-0.0009086779362179532,-0.018474030503109303,-0.05968778696051413,0.03517110266159684,-0.0009082652134422275,-0.018304431599229454,0.08100000000000018,-0.06499999999999995
2022-04-10,1.025,1.047,1.021,1.045,49693999.1,0.020300358799458285,-0.060567231360452,-0.04938124791592521,0.0019607849419408453,0.0205078125,-0.058769513314967936,-0.048181818181818326,0.001962708537782243,0.026000000000000023,0.020000000000000018
2022-04-11,1.044,1.07,1.023,1.027,51995282.7,-0.01737495447035317,0.01836687687007549,0.021729716585415032,0.001956947786960947,-0.017224880382775143,0.018536585365853675,0.021967526265520565,0.0019588638589618235,0.04700000000000015,-0.017000000000000126
2022-04-12,1.026,1.033,0.917,0.92,159034131.6,-0.11002353988547206,-0.01739174271186922,-0.035191458336313396,-0.10938729369516154,-0.10418695228821795,-0.017241379310344862,-0.03457943925233653,-0.10361681329423256,0.11599999999999988,-0.10599999999999998
2022-04-13,0.919,0.982,0.915,0.955,115179052.5,0.0373376704376441,-0.11013690337502775,-0.050631160765172586,-0.0021834069809435063,0.0380434782608694,-0.1042884990253411,-0.04937076476282665,-0.0021810250817884125,0.06699999999999995,0.03599999999999992
2022-04-14,0.954,0.981,0.934,0.974,83269578.6,0.019699963161804796,0.03737754909259949,-0.0010188487891027657,0.020552372953321414,0.019895287958115127,0.0380848748639826,-0.0010183299389001643,0.020765027322404483,0.04699999999999993,0.020000000000000018
2022-04-15,0.974,0.985,0.923,0.933,84093379.2,-0.0430061027951912,0.020747632194248498,0.004069181606725749,-0.011847203725990442,-0.04209445585215599,0.020964360587002018,0.004077471967380175,-0.011777301927194839,0.061999999999999944,-0.040999999999999925
2022-04-16,0.933,0.959,0.929,0.956,42541809.7,0.024352712204057363,-0.0430061027951912,-0.026750566288650697,0.006479504310986402,0.024651661307609762,-0.04209445585215599,-0.02639593908629445,0.00650054171180936,0.029999999999999916,0.02299999999999991
2022-04-17,0.955,0.962,0.937,0.951,36809858.4,-0.005243850506011036,0.023306139633386264,0.0031233757822683762,0.008574543424583718,-0.005230125523012608,0.02357984994640927,0.0031282586027112647,0.008611410118406937,0.02499999999999991,-0.0040000000000000036
2022-04-18,0.95,0.963,0.912,0.914,42819442.0,-0.03968349109124016,-0.005249355886143678,0.0010389611324190385,-0.027043292164090797,-0.038906414300735936,-0.005235602094240788,0.0010395010395010118,-0.026680896478121663,0.050999999999999934,-0.03599999999999992
2022-04-19,0.914,0.939,0.874,0.937,118870539.6,0.02485271078427224,-0.03863141314043645,-0.02523793258986265,-0.04255961441879601,0.02516411378555805,-0.0378947368421052,-0.024922118380062308,-0.04166666666666674,0.06499999999999995,0.02300000000000002
2022-04-20,0.936,0.957,0.927,0.952,75432689.7,0.01588175255294297,0.02378490502344212,0.01898791224469138,0.05887318991031977,0.016008537886872842,0.024070021881838155,0.019169329073482455,0.06064073226544631,0.029999999999999916,0.015999999999999903
2022-04-21,0.952,0.976,0.93,0.937,93644303.6,-0.01588175255294307,0.016949558313773205,0.01965919496013829,0.00323102058144654,-0.015756302521008347,0.017094017094017033,0.01985370950888199,0.003236245954692629,0.04599999999999993,-0.014999999999999902
