date,processed_log_return_wtmra_0,time_delay_1_in_days_dimension_3_dimension_embedding_pca_1,time_delay_3_in_days_dimension_3_dimension_embedding_pca_1,time_delay_7_in_days_dimension_3_dimension_embedding_pca_1,time_delay_14_in_days_dimension_3_dimension_embedding_pca_1,time_delay_21_in_days_dimension_3_dimension_embedding_pca_1,time_delay_30_in_days_dimension_3_dimension_embedding_pca_1
2022-03-02,-0.2182069094467417,-0.7332366037429411,0.299763013165302,-0.4156052489963473,0.468560069249006,0.5468029509243783,0.27789683602169385
2022-03-03,-0.023481431579227,0.43994660608924563,0.41295942000510305,0.21760773046637616,-0.4934203420191059,0.009558568358749887,-0.3009283077036524
2022-03-04,0.0815705479066382,-0.054936366835982665,-0.6489144037782892,0.18957285563043066,0.08809459280545175,-0.2701989239438513,0.12002601796714271
2022-03-05,-0.3119630034838798,-0.22895540056717137,0.3660416290973293,-0.13057971198925433,0.4337118878850258,0.3965267583319209,0.16562194877728398
2022-03-06,0.4494758410127643,0.48739605861599855,0.018711970332121696,-0.28350030283946615,-0.4720925102021106,-0.19083506195474786,-0.39200742166537805
2022-03-07,-0.2034433605472609,-0.5726755353201037,-0.25904562728921515,0.46883979079848864,0.07251980384938596,-0.2812446714085214,0.533290791712887
2022-03-08,-0.1203072789817405,0.3097248611206713,0.3910283349758591,-0.16304342596525767,0.25417634169430936,0.381484489032284,-0.4748088369190937
2022-03-09,0.0005760394998254,-0.023405040931754183,-0.30465008898768986,-0.11998847422566541,-0.22067370063957373,0.053136521247638395,0.2917418271025771
2022-03-10,0.3895417293889157,0.13906414452440202,-0.08881114006595905,-0.061530488285013694,0.020107512939005957,-0.5105165981021814,-0.16807403163701307
2022-03-11,-0.3677858024460219,-0.45466722971909296,0.4251785634769415,0.22333237493095315,0.10521892730879108,0.45998408815500325,-0.060235559603511894
2022-03-12,0.0304987885546131,0.468372008644707,-0.2467610024657994,0.0011754078435243362,-0.12272448940038214,-0.09031892901973959,0.369902383099193
2022-03-13,0.1033722574219774,-0.15804705030940466,-0.21990456748767057,-0.30308779928802454,0.07995280002628757,-0.15469133826804646,-0.1777149235558175
2022-03-14,-0.0824718405216159,-0.09688216220451171,0.36143174821400337,0.40724427450441286,-0.06481036982130559,0.22093110768646343,-0.4238162794515101
2022-03-15,0.1124207003711306,0.1682098021157429,-0.07654720478113075,-0.2776482461943056,-0.0938157809237105,-0.10957195786255819,0.5851503154927427
2022-03-16,-0.1977330943486041,-0.22141563532835534,-0.17684605355931177,0.21059355657305298,0.34078409152673667,-0.15839568996493053,-0.31988899072338833
2022-03-17,0.272523795203658,0.3341555224772511,0.114644321088862,-0.39279714861592546,-0.2208228691052606,0.25706280916090124,0.17464319047442778
2022-03-18,-0.208574479345398,-0.3957238397925605,0.007066909379758377,0.3154607458424583,-0.05993965550827112,-0.0016438596447301485,0.06229452034989981
2022-03-19,-0.0504952438852024,0.25742795215160863,0.11079242910999199,0.16676129679329513,0.019037563544758676,-0.21061998658838668,-0.4227919057508598
2022-03-20,0.3605896715320745,0.11292002950665193,-0.32540406849238573,-0.4843980591784102,0.12353237900834044,0.029847196542751774,0.2391629689654688
2022-03-21,-0.4011426999412971,-0.478799599842729,0.284978632731955,0.36035015340283916,0.04458639742524687,0.2438105005126965,0.18197813959391562
2022-03-22,0.1301195533378758,0.5275892289701412,0.07403603677461151,-0.07922097568455581,-0.38408183085163194,-0.26950642428491367,-0.22695581681546262
2022-03-23,-0.0697988332423748,-0.33276026481837545,-0.36019359715544463,0.17144960890594313,0.49032414304708627,0.27580979614131557,0.22257291696946715
2022-03-24,0.2528484585796542,0.2462156388632096,0.26667728238863075,-0.5180745425779281,-0.26773177658140873,-0.3516567161783889,-0.11601981058824642
2022-03-25,-0.052824537275804,-0.2352262040629963,-0.039716830461523696,0.3637312608105156,-0.1814727013133122,0.07372723835345325,-0.2840134744578384
2022-03-26,-0.3473616613434363,-0.012380089333219865,0.03310506122490843,0.18912995776853408,0.5005791647798589,0.3367991388134135,0.44386670406165835
2022-03-27,0.3021659087577201,0.36534165822453907,-0.11882733300378344,-0.45362170791302475,-0.23025521099780197,-0.2971192955307388,-0.14310102383698076
2022-03-28,0.0370108100846655,-0.3664312571229744,-0.047782995510105036,0.3043821943001654,-0.405450030091991,0.02320584336493139,-0.20507093180456673
2022-03-29,-0.214009588855905,0.021247144833201434,0.38524847688596575,-0.04496105068975084,0.6255279377940066,0.21841773108156629,0.32614845540296494
2022-03-30,0.1525874347260971,0.24392728192906984,-0.4174904495432485,0.07731156764672018,-0.2820597469449361,-0.33529447653082206,-0.2597762970895241
