date,open,high,low,close,volume,log_return,FRUITS_Feature_0,FRUITS_Feature_1,FRUITS_Feature_2,FRUITS_Feature_3
2022-01-21,1.336,1.427,1.251,1.259,261063307.3,-0.06011054305759611,-0.5592409684852063,0.31275046083227154,-0.17490287061003412,0.09781285075079821
2022-01-22,1.259,1.282,1.101,1.12,408519522.4,-0.11698906975520675,0.9222689491809601,0.8505800146233524,0.784463536281005,0.7234863612766624
2022-01-23,1.12,1.155,0.917,1.071,554287709.12,-0.04473589384139164,0.1519872462536127,0.02310012302375631,0.0035109240865003988,0.0005336156837126763
2022-01-24,1.071,1.17,1.051,1.124,257147931.5,0.04830096000588766,-0.5029308363488836,0.2529394261505875,-0.12721103713952164,0.06397835330138851
2022-01-25,1.124,1.125,0.951,1.065,437410320.0,-0.05391895231011104,0.038642554810602976,0.0014932470422904553,5.77028806774797e-05,2.2297867293091927e-06
2022-01-26,1.066,1.074,0.991,1.043,218828333.3,-0.02087362314275305,-0.771336482088629,0.594959968600862,-0.4589143291641501,0.35397736423753867
2022-01-27,1.043,1.157,1.022,1.077,336503954.9,0.03207822215561616,0.6970434156014809,0.4858695232333788,0.3386721520112574,0.2360691936070308
2022-01-28,1.078,1.08,1.004,1.042,184762461.8,-0.03303745484307625,-0.7075999950433888,0.5006977529854039,-0.35429372753070765,0.25069823984463246
2022-01-29,1.042,1.059,1.008,1.048,137690073.1,0.005741642567675183,-0.2684491415621677,0.07206494160546476,-0.019345771710714756,0.005193355808599045
2022-01-30,1.049,1.084,1.037,1.059,89531278.4,0.010441480720418908,-0.06423696679661914,0.00412638790322995,-0.00026506664272975315,1.7027077127922462e-05
2022-01-31,1.059,1.077,1.024,1.035,72352160.1,-0.02292363990193708,-0.541345091401359,0.29305450798434574,-0.15864361941036592,0.08588094464994694
2022-02-01,1.035,1.06,1.006,1.051,101218950.1,0.015340665177481614,0.9067152083601617,0.8221324690716115,0.7454400129939205,0.6759017967017843
2022-02-02,1.052,1.096,1.034,1.096,124526330.3,0.04192509663100975,1.6215825521814373,2.629529973539264,4.2639999255293874,6.914427881741402
2022-02-03,1.096,1.103,1.022,1.027,126857788.7,-0.06502525757940275,-0.8281679988884906,0.6858622343829669,-0.5680091541621306,0.4704070045527958
2022-02-04,1.027,1.062,1.016,1.061,98542208.5,0.032569928685424944,0.8907197693815001,0.7933817075670327,0.7066807715956082,0.6294545339019807
2022-02-05,1.061,1.139,1.045,1.138,135205051.6,0.07006047607229315,0.08541991150538147,0.007296561281587202,0.0006232716189667716,5.323980653595747e-05
2022-02-06,1.138,1.178,1.097,1.125,152710784.3,-0.011489300047755585,1.5355844305911655,2.358019543473994,3.6209380979883528,5.560256167405302
2022-02-07,1.125,1.15,1.097,1.143,107099317.0,0.015873349156290163,2.374985563534251,5.6405564269961035,13.396240084416082,31.81587680612705
2022-02-08,1.142,1.209,1.125,1.199,267801841.6,0.047831491232703555,-1.5808875668822173,2.4992054991227772,-3.9509629006468647,6.2460281268455295
2022-02-09,1.198,1.263,1.133,1.176,271657090.8,-0.019369026568942103,-1.5929478892785334,2.537482977956935,-4.042078153816706,6.438819863421193
2022-02-10,1.176,1.215,1.152,1.195,137109784.2,0.016027335907038913,-1.2150592672063893,1.476369022824128,-1.793875862998898,2.1796654915546703
2022-02-11,1.194,1.225,1.143,1.15,183604520.1,-0.03838424300831545,-2.558543283678105,6.546143734454339,-16.748592085779656,42.8519977921358
2022-02-12,1.15,1.164,1.068,1.079,131818725.2,-0.063727256099161,-1.1104928029019405,1.233194265297008,-1.3694533561922737,1.5207680959614276
2022-02-13,1.079,1.092,1.029,1.059,149173437.2,-0.018709619656728176,1.2956463063994395,1.67869935128651,2.1750006140495017,2.8180315120097497
2022-02-14,1.058,1.076,1.032,1.042,99247994.0,-0.016183123288094105,-1.3903483076947056,1.9330684167095318,-2.6876384018301813,3.736753503679896
2022-02-15,1.043,1.055,1.018,1.049,138982742.3,0.0066953860829848015,-0.5852725837446066,0.3425439972830875,-0.20048161033607811,0.11733639007467586
2022-02-16,1.05,1.115,1.049,1.107,153934616.3,0.053816324312339715,0.8125121176418899,0.6601759413149083,0.5364009520940042,0.43583227349102527
2022-02-17,1.108,1.112,1.066,1.082,100925929.7,-0.022842473302209985,-0.9299071939424963,0.8647273893460075,-0.8041162201519663,0.7477534578851616
2022-02-18,1.083,1.094,1.008,1.02,114535761.9,-0.05900855312811013,0.18112952867279755,0.03280790615722979,0.005942480579000405,0.0010763587064215965
2022-02-19,1.019,1.043,0.983,0.995,133614248.4,-0.02481516911972402,0.3433146805154198,0.11786496985740477,0.04046477447055451,0.013892151119486936
2022-02-20,0.996,1.019,0.973,0.996,92102940.7,0.0010045204260054903,-0.5332545224927298,0.28436038575894923,-0.1516364617237369,0.08086082898897841
2022-02-21,0.997,0.998,0.919,0.931,156774619.1,-0.06748798030753109,0.5124670037632862,0.26262242994612006,0.13458532979552168,0.06897054071080473
2022-02-22,0.931,0.993,0.851,0.856,283488504.31,-0.08398890113532499,1.206299406573863,1.455158258300454,1.7553565434588938,2.117485556700011
2022-02-23,0.856,0.897,0.813,0.888,264842040.57,0.03670136685042796,-1.2920804021012522,1.6694717654941336,-2.1570917500563476,2.7871359757820993
2022-02-24,0.888,0.96,0.863,0.866,237719675.9,-0.025086834429734875,0.994108146567383,0.9882510070716375,0.9824283769833353,0.9766400529781056
2022-02-25,0.866,0.899,0.746,0.853,560130978.58,-0.015125361070756104,2.015277940064044,4.0613451757087775,8.18473933959143,16.49452463625296
2022-02-26,0.852,0.91,0.823,0.898,210840757.4,0.051410520810520596,-0.005493325066530992,3.0176620286577727e-05,-1.657699846434451e-07,9.106284119202945e-10
2022-02-27,0.898,0.93,0.881,0.887,142052119.7,-0.012325085992620118,0.710048888214265,0.5041694236543138,0.3579849387373723,0.25418680774792296
2022-02-28,0.886,0.915,0.832,0.856,162004634.9,-0.035574606167837405,1.615808974504899,2.610838642090573,4.218616508874131,6.816478415033346
2022-03-01,0.857,0.97,0.842,0.962,227929558.7,0.11674407452396443,-0.19507558298160407,0.0380544830756127,-0.007423500471038733,0.0014481436821520933
2022-03-02,0.962,1.011,0.939,0.963,234764266.6,0.0010389611324190385,0.5607766104453433,0.3144704068225683,0.17634764882332804,0.09889163676715164
2022-03-03,0.964,0.977,0.927,0.939,149491898.8,-0.02523793258986265,-0.593988802166339,0.3528226970990022,-0.20957273122693337,0.12448385558821426
2022-03-04,0.938,0.946,0.883,0.903,114772747.9,-0.039092925791277426,-1.1522535870310693,1.327688328825966,-1.529833639349005,1.7627562985006862
2022-03-05,0.902,0.903,0.826,0.844,147015719.3,-0.06757005882102833,-0.15401563604930665,0.023720816147672488,-0.003653376586592442,0.0005626771187116798
2022-03-06,0.844,0.883,0.818,0.864,78739554.5,0.023420274208098422,-0.14082102233577592,0.0198305603316931,-0.002792559779400306,0.00039325112306891997
2022-03-07,0.865,0.872,0.819,0.823,76546559.4,-0.048616568126985824,0.3828704494732245,0.14658978107982898,0.056124895370215706,0.021488563917032185
2022-03-08,0.822,0.847,0.777,0.793,132873670.6,-0.037132979042221737,1.4296062083061158,2.0437739108273894,2.9217918712929056,4.177011798578682
2022-03-09,0.793,0.821,0.787,0.802,124187499.5,0.011285386231666607,-0.16693929264449908,0.027868727428645705,-0.004652385643840464,0.0007766659684921495
