date,open,high,low,close,volume,TI_SMA_5_Feature,TI_SMA_14_Feature,TI_SMA_21_Feature,TI_EMA_5_Feature,TI_EMA_14_Feature,TI_EMA_21_Feature,MI_RSI_5_Feature,MI_RSI_14_Feature,MI_RSI_21_Feature,MI_MACD_12_26_Feature,MI_Signal_Line_12_26_Feature,MI_MACD_8_17_Feature,MI_Signal_Line_8_17_Feature,MI_MACD_13_30_Feature,MI_Signal_Line_13_30_Feature,VolI_BB_Middle_Band_20_1_Feature,VolI_BB_Upper_Band_20_1_Feature,VolI_BB_Lower_Band_20_1_Feature,VolI_BB_Middle_Band_20_2_Feature,VolI_BB_Upper_Band_20_2_Feature,VolI_BB_Lower_Band_20_2_Feature,VolI_BB_Middle_Band_20_3_Feature,VolI_BB_Upper_Band_20_3_Feature,VolI_BB_Lower_Band_20_3_Feature,MI_Stochastic_Osclilator_percK_5_Feature,MI_Stochastic_Osclilator_percD_5_Feature,MI_Stochastic_Osclilator_percK_14_Feature,MI_Stochastic_Osclilator_percD_14_Feature,MI_Stochastic_Osclilator_percK_21_Feature,MI_Stochastic_Osclilator_percD_21_Feature,VolI_ATR_5_Feature,VolI_ATR_14_Feature,VolI_ATR_21_Feature
2022-02-01,1.035,1.06,1.006,1.051,101218950.1,1.047,1.1277857142857142,1.196047619047619,1.0539037276948295,1.1149178509104962,1.1530968201858063,35.86956521739127,15.151515151515156,47.486033519553075,-0.0723224652726897,-0.05869147788548637,-0.0602582760006285,-0.054585084500147985,-0.07937701295441735,-0.061198845454712034,1.1965,1.3634621766180968,1.029537823381903,1.1965,1.5304243532361939,0.8625756467638059,1.1965,1.697386529854291,0.695613470145709,58.74999999999986,39.99176444339441,18.58529819694867,18.21544151641238,18.58529819694867,18.21544151641238,0.08545768684938546,0.10994085081302166,0.11121259290778716
2022-02-02,1.052,1.096,1.034,1.096,124526330.3,1.0577999999999999,1.1019285714285714,1.1917142857142857,1.0679358184632197,1.1123954707890968,1.1479062001689149,76.47058823529412,23.843930635838177,46.77990092002831,-0.06741052546913884,-0.06043528740221687,-0.05095752796923336,-0.05385957319396506,-0.07522650752791127,-0.06374932946802098,1.1857,1.3517814955312444,1.0196185044687556,1.1857,1.5178629910624886,0.8535370089375114,1.1857,1.6839444865937327,0.6874555134062671,100.0,59.67047930283218,29.011345218800656,21.32093384316008,24.826629680998625,19.926028663892737,0.08076614947950837,0.10651650432637726,0.10886913610265443
2022-02-03,1.096,1.103,1.022,1.027,126857788.7,1.0535999999999999,1.0797857142857141,1.1781428571428572,1.0542905456421465,1.1010094080172173,1.1369147274262863,43.636363636363605,25.781250000000014,39.49889462048637,-0.06829820197098191,-0.06200787031596988,-0.0509358372816211,-0.053274826011496274,-0.07661065057275973,-0.06608775148706439,1.1754,1.3447493430751947,1.0060506569248053,1.1754,1.5140986861503893,0.8367013138496107,1.1754,1.683448029225584,0.667351970774416,21.649484536082383,60.133161512027414,21.56862745098037,23.055090288909895,15.256588072122037,19.556171983356442,0.08081291958360669,0.10469389687449317,0.10754203438348041
2022-02-04,1.027,1.062,1.016,1.061,98542208.5,1.0539999999999998,1.0656428571428571,1.1699523809523809,1.0565270304280978,1.0956748202815882,1.130013388569351,50.53191489361702,33.38926174496646,43.445121951219505,-0.06550309721349734,-0.06270691569547537,-0.04588538847829349,-0.05179693850485572,-0.07435083300897216,-0.06759012994559307,1.16385,1.332705053070284,0.9949949469297161,1.16385,1.501560106140568,0.8261398938594322,1.16385,1.6704151592108518,0.6572848407891483,56.701030927835006,59.450171821305794,39.45205479452053,30.01067582143385,19.97226074895977,20.018492834026812,0.07385033566688536,0.10050147566917222,0.1046114613176004
2022-02-05,1.061,1.139,1.045,1.138,135205051.6,1.0746,1.0669285714285714,1.1626190476190477,1.0836846869520653,1.1013181775773766,1.1307394441539556,71.3692946058091,51.68539325842695,44.210526315789465,-0.05642427613896106,-0.061450387784172514,-0.032705192059244936,-0.047978589215733565,-0.06582129419737326,-0.06726852344591674,1.1562,1.3224368633511894,0.9899631366488103,1.1562,1.488673726702379,0.8237262732976207,1.1562,1.6549105900535688,0.6574894099464311,99.2481203007518,59.19954525488973,87.35177865612647,49.45748696720912,30.651872399445203,21.960240406842335,0.0778802685335083,0.10003708454994564,0.10410615363580991
2022-02-06,1.138,1.178,1.097,1.125,152710784.3,1.0894,1.0707857142857142,1.1547142857142856,1.0974564579680437,1.104475753900393,1.1302176765035958,65.54621848739495,55.421686746987945,43.81520119225038,-0.04970526502769812,-0.05910136323287764,-0.024229866335970796,-0.043228844639781015,-0.05939372580284341,-0.06583674205626705,1.14195,1.2971335839798852,0.9867664160201148,1.14195,1.4523171679597704,0.8315828320402295,1.14195,1.6075007519396558,0.6763992480603442,67.28395061728398,74.4110339486236,76.65198237885465,67.81860527650055,28.84882108183079,26.490984743411918,0.07850421482680663,0.09867729279637809,0.10300586060553324
2022-02-07,1.125,1.15,1.097,1.143,107099317.0,1.0988,1.072142857142857,1.142,1.1126376386453625,1.1096123200470074,1.1313797059123598,61.13744075829381,52.051835853131735,39.24254633360194,-0.04243874333052422,-0.05576883925240696,-0.01577211358072028,-0.03773749842796887,-0.05228227717494538,-0.06337229389602675,1.11895,1.230023932230081,1.0078760677699188,1.11895,1.3410978644601619,0.8968021355398379,1.11895,1.452171796690243,0.7857282033097568,78.39506172839509,81.64237754881029,84.58149779735686,82.86175294411267,31.345353675450767,30.28201571890892,0.07340337186144529,0.09541462902520823,0.1006246291481269
2022-02-08,1.142,1.209,1.125,1.199,267801841.6,1.1332,1.0817142857142856,1.1227619047619046,1.1414250924302418,1.1215306773740732,1.1375270053748725,93.43434343434349,64.56521739130436,31.702898550724655,-0.03179473068082328,-0.05097401753809022,-0.003313121217072501,-0.0308526229857896,-0.04171104853160834,-0.05943388564795067,1.106,1.186298784155441,1.025701215844559,1.106,1.2665975683108823,0.945402431689118,1.106,1.3468963524663233,0.8651036475336769,94.81865284974093,80.16588839847333,95.41284403669724,85.54877473763626,39.112343966712906,33.10217290799815,0.07552269748915624,0.09459929838055049,0.09983298014107325
2022-02-09,1.198,1.263,1.133,1.176,271657090.8,1.1562,1.0912142857142857,1.1093333333333333,1.1529500616201613,1.1287932537241967,1.1410245503407932,80.74866310160427,64.42516268980476,35.641547861507135,-0.024927829252358924,-0.04576477988094396,0.002826753039698371,-0.024116747780692005,-0.03465198917214374,-0.05492808628871304,1.09795,1.159829743305697,1.036070256694303,1.09795,1.2217094866113942,0.9741905133886058,1.09795,1.2835892299170912,0.9123107700829087,60.09174311926606,77.76848589913403,66.40926640926641,82.13453608110683,41.97730956239869,37.47833573485412,0.08641815799132498,0.09712791992479687,0.10126950489626023
2022-02-10,1.176,1.215,1.152,1.195,137109784.2,1.1676,1.0996428571428571,1.1025714285714285,1.1669667077467742,1.1376208198943039,1.1459314094007211,72.09302325581397,63.22869955156951,41.931818181818194,-0.01774803093373456,-0.04016143009150208,0.009112919117473028,-0.017470814401059,-0.027183877158820424,-0.049883684628732564,1.09475,1.1490540901822903,1.0404459098177095,1.09475,1.2033581803645808,0.986141819635419,1.09475,1.2576622705468712,0.9318377294531286,59.03614457831333,71.31551351577345,73.7451737451738,78.52242806371248,54.50980392156863,45.199819150226745,0.08173452639306002,0.09469021135873996,0.09944714752024784
2022-02-11,1.194,1.225,1.143,1.15,183604520.1,1.1725999999999999,1.107357142857143,1.0973809523809523,1.1613111384978496,1.13927137724173,1.1463012812733828,57.763975155279454,61.84210526315787,43.56552538370721,-0.01551031964781835,-0.03523120800276534,0.00823390013130565,-0.012329871494586071,-0.02447042441856273,-0.04526309186324714,1.09625,1.151690698522219,1.0408093014777808,1.09625,1.2071313970444384,0.9853686029555616,1.09625,1.2625720955666575,0.9299279044333424,31.927710843373468,50.35186618031762,56.03112840466925,65.39518951970315,63.83561643835613,53.44090997410782,0.08178762111444803,0.09378376769025855,0.09861633097166463
2022-02-12,1.15,1.164,1.068,1.079,131818725.2,1.1598,1.1095714285714284,1.0954285714285714,1.1338740923318997,1.1312351936094993,1.1401829829758026,35.04672897196264,52.975047984644895,47.368421052631575,-0.01924418892924762,-0.032033804188061794,-0.00046601176360749896,-0.009957099548390358,-0.02763133858611133,-0.04205731854013153,1.09665,1.1519275532629372,1.0413724467370626,1.09665,1.2072051065258742,0.9860948934741255,1.09665,1.2624826597888115,0.9308173402111883,5.641025641025594,32.201627020904134,28.404669260700384,52.72699047018114,46.82080924855491,55.055409869493225,0.0846300968915584,0.0939420699980972,0.09849174378253772
2022-02-13,1.079,1.092,1.029,1.059,149173437.2,1.1318,1.1095714285714287,1.094857142857143,1.1089160615545999,1.1216038344615662,1.132802711796184,10.674157303370833,50.0,49.2,-0.023545719689008537,-0.030336187288251146,-0.008691481425187053,-0.009703975923749697,-0.03147805005146265,-0.04013381517855537,1.0934,1.1488952819236868,1.037904718076313,1.0934,1.2043905638473738,0.9824094361526261,1.0934,1.2598858457710607,0.9269141542289392,12.820512820512834,16.796416434970634,20.622568093385198,35.01945525291828,34.61538461538461,48.42393676743188,0.08030407751324675,0.09173192214109027,0.09680166074527403
2022-02-14,1.058,1.076,1.032,1.042,99247994.0,1.105,1.1100714285714286,1.090952380952381,1.0866107077030667,1.1109899898666906,1.1245479198147128,11.046511627907051,50.66921606118548,44.2577030812325,-0.02800366293737966,-0.02986968241807685,-0.016052510291829858,-0.01097368279736573,-0.03560418689417322,-0.039310246399576795,1.09225,1.148596554557722,1.035903445442278,1.09225,1.2049431091154439,0.9795568908845561,1.09225,1.2612896636731659,0.9232103363268341,6.632653061224547,8.364730507587659,14.007782101167333,21.011673151750973,29.166666666666696,36.86762017686874,0.07304326201059741,0.08832249913101241,0.09428729594788003
2022-02-15,1.043,1.055,1.018,1.049,138982742.3,1.0757999999999999,1.1099285714285714,1.0901904761904762,1.0740738051353778,1.1027246578844652,1.1176799271042843,4.374999999999943,49.80544747081712,48.79154078549848,-0.03061881889621887,-0.030019509713705254,-0.019967480612179678,-0.012772442360328519,-0.0380361658658015,-0.039078595393435826,1.09255,1.1486359068516185,1.0364640931483813,1.09255,1.2047218137032372,0.9803781862967627,1.09255,1.2608077205548558,0.924292279445144,14.975845410627976,11.47633709745512,13.36032388663965,15.996891360397393,21.323529411764692,28.36852689793867,0.06583460960847791,0.08465660633594009,0.09155932947417146
2022-02-16,1.05,1.115,1.049,1.107,153934616.3,1.0672000000000001,1.1107142857142855,1.0932380952380953,1.0850492034235852,1.10329470349987,1.1167090246402585,37.572254335260126,51.043643263757104,54.584527220630385,-0.027692017224127286,-0.029554011215789662,-0.01573665810249114,-0.013365285508761045,-0.035091889411108745,-0.038353739760285444,1.09405,1.1500992969109385,1.0380007030890614,1.09405,1.206148593821877,0.9819514061781229,1.09405,1.2621978907328155,0.9259021092671844,60.958904109589064,27.522467527147196,36.8421052631579,21.403403750321626,39.76833976833978,30.086178615590388,0.06586768768678233,0.08332399159765866,0.09034221854682996
2022-02-17,1.108,1.112,1.066,1.082,100925929.7,1.0677999999999999,1.1146428571428573,1.0934761904761905,1.0840328022823902,1.1004554096998873,1.1135536587638712,51.181102362204776,55.69358178053832,50.362844702467356,-0.027077662441444383,-0.029058741460920606,-0.015200863327830216,-0.01373240107257488,-0.03436613880309625,-0.03762872140443286,1.09605,1.150843848098794,1.041256151901206,1.09605,1.2056376961975879,0.9864623038024122,1.09605,1.2604315442963816,0.9316684557036182,65.97938144329905,47.304710321172024,26.72064777327939,25.641025641025646,30.115830115830157,30.40256643197821,0.061894150149425876,0.08065799219782589,0.08823068433031425
2022-02-18,1.083,1.094,1.008,1.02,114535761.9,1.06,1.1117142857142857,1.0924285714285715,1.0626885348549269,1.0897280217399024,1.1050487806944285,38.46153846153847,45.988258317025455,48.463687150837984,-0.031233621942858614,-0.02949371755730821,-0.02134399624095762,-0.015254720106251429,-0.03832460477820954,-0.037755245654210436,1.0946500000000001,1.1510697380542068,1.0382302619457935,1.0946500000000001,1.2074894761084132,0.9818105238915871,1.0946500000000001,1.2639092141626198,0.9253907858373805,11.214953271028048,46.05107960797205,4.705882352941183,22.756211796459493,5.44747081712063,25.110546900430194,0.0667153201195407,0.08103956418369548,0.08812446126696595
2022-02-19,1.019,1.043,0.983,0.995,133614248.4,1.0506,1.1015000000000001,1.0899047619047617,1.0401256899032847,1.0770976188412487,1.0950443460858441,36.72316384180789,34.42265795206974,46.39455782312925,-0.03612807885202529,-0.030820589816251628,-0.027841866002108695,-0.017772149285422884,-0.04310397745154271,-0.03872774234463448,1.0914499999999998,1.1516841702288485,1.0312158297711511,1.0914499999999998,1.211918340457697,0.9709816595423025,1.0914499999999998,1.2721525106865457,0.910747489313454,9.090909090909099,28.76174793507873,4.285714285714291,11.904081470644954,4.285714285714291,13.283005072888363,0.06537225609563255,0.07953673817057437,0.08678520120663423
2022-02-20,0.996,1.019,0.973,0.996,92102940.7,1.04,1.0922857142857143,1.0869047619047618,1.0254171266021899,1.066284602995749,1.0860403146234947,34.502923976608216,35.570469798657726,45.6551724137931,-0.03947127923553739,-0.032550727700108785,-0.03153565581223483,-0.020524850590785276,-0.046460672798348535,-0.040133729699855215,1.0895,1.1522371291056666,1.0267628708943333,1.0895,1.214974258211333,0.9640257417886668,1.0895,1.2777113873169996,0.9012886126830002,16.197183098591562,12.167681820176236,7.93103448275863,5.640877040471367,7.93103448275863,5.888073195197852,0.061497804876506024,0.07714125687267621,0.08484304876822309
2022-02-21,0.997,0.998,0.919,0.931,156774619.1,1.0048,1.0771428571428572,1.0819523809523808,0.9939447510681266,1.048246655929649,1.0719457405668134,0.5617977528089995,28.54251012145751,43.21148825065275,-0.04682596581252785,-0.0354057753225926,-0.040532951093007696,-0.024526470691229763,-0.05381617346538792,-0.04262144674813389,1.0835,1.1552095750781912,1.0117904249218086,1.0835,1.2269191501563825,0.9400808498436172,1.0835,1.298628725234574,0.8683712747654259,6.217616580310884,10.501902923270515,3.4883720930232607,5.235040287165394,3.4883720930232607,5.235040287165396,0.06499824390120482,0.07727402423891362,0.08456480835068865
2022-02-22,0.931,0.993,0.851,0.856,283488504.31,0.9596,1.0526428571428572,1.0726666666666667,0.9479631673787512,1.0226137684723626,1.052314309606194,0.43859649122806843,16.569200779727097,38.181818181818194,-0.0580374613835315,-0.03993211253478038,-0.054085823111986175,-0.030438341175381047,-0.06509370696370165,-0.04670731224187348,1.0715,1.1592865233632734,0.9837134766367264,1.0715,1.247073046726547,0.895926953273453,1.0715,1.3348595700898203,0.8081404299101795,2.0576131687242807,8.157470949208909,1.2135922330097102,4.210999602930534,1.2135922330097102,4.210999602930536,0.08039859512096385,0.08189730822184837,0.08729981747684633
2022-02-23,0.856,0.897,0.813,0.888,264842040.57,0.9332,1.0320714285714285,1.0627619047619048,0.9279754449191675,1.0046652660093809,1.03737664509654,16.666666666666686,22.4137931034483,37.19211822660099,-0.06360729453593006,-0.044667148935010316,-0.058564701961848264,-0.03606361333267449,-0.07102966740047201,-0.051129558634345935,1.06455,1.1611089402767474,0.9679910597232528,1.06455,1.2576678805534947,0.8714321194465054,1.06455,1.3542268208302422,0.7748731791697581,32.60869565217395,13.627975133736372,18.20388349514564,7.635282607059537,16.666666666666682,7.122876997566554,0.0811188760967711,0.08204750049171636,0.08714268331128222
2022-02-24,0.888,0.96,0.863,0.866,237719675.9,0.9074,1.0085714285714285,1.055095238095238,0.907316963279445,0.9861765638747968,1.0217969500877637,16.923076923076934,18.666666666666657,39.47712418300654,-0.06900124023041976,-0.049533967194092206,-0.06265961321701596,-0.04138281330954279,-0.07685822860414537,-0.055807498628854924,1.0548,1.1610908621115714,0.9485091378884285,1.0548,1.2673817242231429,0.842218275776857,1.0548,1.3736725863347143,0.7359274136652856,25.728155339805852,20.13148805356803,12.86407766990292,10.760517799352757,11.77777777777779,9.886012225818062,0.08429510087741687,0.08311553617087948,0.0876120793440783
2022-02-25,0.866,0.899,0.746,0.853,560130978.58,0.8788,0.9873571428571427,1.045190476190476,0.8892113088529634,0.9684196886914905,1.0064517728070579,15.458937198067645,19.87829614604462,36.021505376344095,-0.07347796417646812,-0.054322766590567395,-0.06538795647448947,-0.04618384194253213,-0.08184188386788216,-0.06054102321776896,1.04055,1.1539651549327563,0.9271348450672439,1.04055,1.2673803098655125,0.8137196901344876,1.04055,1.3807954647982688,0.7003045352017314,42.460317460317455,33.599056150765755,25.598086124401913,18.888682429816825,20.6963249516441,16.38025646536286,0.09803608070193351,0.08810728358724525,0.09072578985150315
2022-02-26,0.852,0.91,0.823,0.898,210840757.4,0.8722,0.9744285714285715,1.0337619047619047,0.8921408725686424,0.9590303968659585,0.996592520733689,41.1764705882353,30.620985010706647,33.14606741573036,-0.07255826967064871,-0.05796986720658366,-0.06065970103584173,-0.04907901376119405,-0.08155834584094401,-0.06436235460380078,1.0292,1.145051356669248,0.9133486433307519,1.0292,1.2609027133384958,0.7974972866615039,1.0292,1.3767540700077439,0.6816459299922559,61.538461538461554,43.242311446194954,41.19241192411925,26.55152523947469,29.40038684719537,20.624829858872424,0.09582886456154682,0.08802819190244203,0.09054837128714587
2022-02-27,0.898,0.93,0.881,0.887,142052119.7,0.8784000000000001,0.9621428571428571,1.0224285714285715,0.8904272483790949,0.9494263439504974,0.9866295643033536,62.60162601626016,31.2227074235808,33.23943661971832,-0.07188832930659494,-0.06075355962658592,-0.05711523552181752,-0.05068625811331875,-0.08144105409730751,-0.06746757269352928,1.0164,1.1331549841154094,0.8996450158845904,1.0164,1.249909968230819,0.7828900317691809,1.0164,1.3666649523462284,0.6661350476537715,65.88785046728974,56.62887648868959,38.21138211382114,35.000626720780765,27.27272727272728,25.789813023855586,0.08646309164923746,0.08524046390941045,0.0885698774163294
2022-02-28,0.886,0.915,0.832,0.856,162004634.9,0.8720000000000001,0.9488571428571427,1.0087619047619047,0.8789514989193967,0.9369694980904311,0.974754149366685,36.88524590163934,30.29661016949153,30.15214384508991,-0.07301714150790206,-0.06320627600284916,-0.05669893256096581,-0.05188879300284816,-0.08302496713146723,-0.07029618986406345,0.99925,1.112922139344511,0.8855778606554888,0.99925,1.2265942786890223,0.7719057213109778,0.99925,1.3402664180335333,0.6582335819664666,51.40186915887851,59.60939372154328,29.810298102981026,36.404697380307134,21.27659574468085,25.983236621534502,0.08577047331938999,0.08508043077302399,0.08830464515840897
2022-03-01,0.857,0.97,0.842,0.962,227929558.7,0.8911999999999999,0.9426428571428571,0.9974761904761904,0.9066343326129312,0.9403068983450403,0.9735946812424409,73.3009708737864,42.381786339754825,34.67011642949548,-0.06461359389914956,-0.06348773958210924,-0.04323336674701983,-0.0501577077516825,-0.0752256626783836,-0.0711924576484853,0.98855,1.0945199436036865,0.8825800563963137,0.98855,1.2004898872073728,0.7766101127926271,0.98855,1.3064598308110593,0.6706401691889408,96.42857142857143,71.2394303515799,58.536585365853654,42.18608852755194,41.77949709864603,30.109606705351393,0.094216378655512,0.08814611428923658,0.09019490015086569
2022-03-02,0.962,1.011,0.939,0.963,234764266.6,0.9132,0.9323571428571429,0.9873333333333333,0.9254228884086209,0.9433326452323683,0.9726315284022189,78.3505154639175,35.99221789883268,35.818908122503345,-0.05721350852022211,-0.06223289336973182,-0.032745238116464015,-0.0466752138246388,-0.06820017742403639,-0.07064840669858549,0.9769499999999999,1.0711789903988098,0.8827210096011899,0.9769499999999999,1.1654079807976196,0.7884920192023801,0.9769499999999999,1.2596369711964295,0.6942630288035702,74.46808510638301,74.09950856461099,59.28961748633878,49.21216698505782,45.302713987473894,36.11960227693359,0.08977310292440958,0.08699282041143395,0.0893284763341578
2022-03-03,0.964,0.977,0.927,0.939,149491898.8,0.9214,0.9221428571428572,0.9751428571428571,0.9299485922724139,0.9427549592013859,0.9695741167292898,61.849710982658934,36.06237816764132,33.06878306878306,-0.052678244949606934,-0.060321963685706845,-0.027352328492463385,-0.04281063675820372,-0.06381845028530608,-0.0694065964416256,0.9663999999999999,1.0516151456762919,0.8811848543237081,0.9663999999999999,1.1368302913525836,0.7959697086474162,0.9663999999999999,1.2220454370288756,0.7107545629711243,59.776536312849174,76.89106428260119,55.4597701149425,57.76199098904497,40.292275574112715,42.45816222007755,0.08181848233952765,0.08435047609633152,0.08745569174681696
