date,processed_log_return_wtmra_0,processed_log_return_wtmra_0_year,processed_log_return_wtmra_0_month,processed_log_return_wtmra_0_day,processed_log_return_wtmra_0_hour,processed_log_return_wtmra_0_dayofweek,processed_log_return_wtmra_0_dayofyear,processed_log_return_wtmra_0_days_in_month
2022-01-14 05:00:00,-0.1040859923939877,2022,1,14,5,4,14,31
2022-01-14 06:00:00,0.2218371990016585,2022,1,14,6,4,14,31
2022-01-14 07:00:00,0.050797953696879,2022,1,14,7,4,14,31
2022-01-14 08:00:00,-0.1178008312116532,2022,1,14,8,4,14,31
2022-01-14 09:00:00,-0.21125782725562,2022,1,14,9,4,14,31
2022-01-14 10:00:00,0.4450924874449149,2022,1,14,10,4,14,31
2022-01-14 11:00:00,-0.285838907790519,2022,1,14,11,4,14,31
2022-01-14 12:00:00,-0.0504614691074385,2022,1,14,12,4,14,31
2022-01-14 13:00:00,0.1402967933905332,2022,1,14,13,4,14,31
2022-01-14 14:00:00,-0.2080198692212005,2022,1,14,14,4,14,31
2022-01-14 15:00:00,0.3028312948698705,2022,1,14,15,4,14,31
2022-01-14 16:00:00,-0.1152376915569271,2022,1,14,16,4,14,31
2022-01-14 17:00:00,0.1022369370185177,2022,1,14,17,4,14,31
2022-01-14 18:00:00,-0.3625420193604398,2022,1,14,18,4,14,31
2022-01-14 19:00:00,0.3699007896984524,2022,1,14,19,4,14,31
2022-01-14 20:00:00,-0.1677805786172209,2022,1,14,20,4,14,31
2022-01-14 21:00:00,-0.1652035152887197,2022,1,14,21,4,14,31
2022-01-14 22:00:00,0.5619601640855643,2022,1,14,22,4,14,31
2022-01-14 23:00:00,-0.6136552769030763,2022,1,14,23,4,14,31
