date,processed_log_return_wtmra_0,time_delay_1_in_days_dimension_3_dimension_embedding_pca_1,time_delay_3_in_days_dimension_3_dimension_embedding_pca_1,time_delay_7_in_days_dimension_3_dimension_embedding_pca_1,time_delay_14_in_days_dimension_3_dimension_embedding_pca_1,time_delay_21_in_days_dimension_3_dimension_embedding_pca_1,time_delay_30_in_days_dimension_3_dimension_embedding_pca_1
2022-06-01 01:00:00,0.5777898411512271,0.047470522681412275,0.2955119544248062,0.19323580377733227,-0.44726935218832836,0.09799502571250368,0.40308959023289964
2022-06-01 02:00:00,-0.1687455444456027,0.09133106268457301,-0.3337190791525059,-0.3483585348736623,0.407080847405835,-0.18975456369883986,-0.15211053772316244
2022-06-01 03:00:00,0.0010388740323718,-0.03400009997334748,0.38843021765822555,0.6385170015954085,-0.4081492842197019,0.3141523786195934,-0.11389041229980222
2022-06-01 04:00:00,-0.1958947403582898,0.042497327470913795,-0.27896892275168333,-0.6276350724875324,0.4246664701854097,-0.21807959202957253,0.03384894985918278
2022-06-01 05:00:00,0.345918450536219,-0.03366481067411593,0.26437442686190515,0.2779888070329238,-0.278496492920529,-0.041684464425369924,0.22108868065243667
2022-06-01 06:00:00,-0.3211902442755198,-0.11943063059475774,-0.3185387016962617,0.028187330000564077,0.013870931575340183,0.21573761397128524,-0.2807018910743476
2022-06-01 07:00:00,0.3778550654197578,0.2197324715997943,0.11241591287688812,-0.037635278891952034,0.16957657404194817,-0.056503041990311136,0.14712405910991327
2022-06-01 08:00:00,-0.4284429738880121,-0.06316165123364356,0.19294446207651977,-0.1309908066245607,-0.07499493914414215,-0.28234053379133395,0.022022989322036078
2022-06-01 09:00:00,0.156349307420588,-0.3794076736229985,-0.3887974324773625,0.08296074305501853,-0.20427347211158306,0.23296197858977438,-0.1760366455144411
2022-06-01 10:00:00,0.3389699854852634,0.8124058425170085,0.42919886721713285,0.23398791689441362,0.27970268568136025,0.17521571624660293,0.1520013937790259
2022-06-01 11:00:00,-0.3593464265721212,-0.6598272617224527,-0.1922292966457862,-0.20604959341556345,-0.1687778460895393,-0.19012489886849376,0.010453314094646313
2022-06-01 12:00:00,-0.1315376558237257,-0.111346429517729,-0.04875969697769218,-0.1372064619477491,0.03518922198469763,-0.1298766750883252,-0.05932003612065544
2022-06-01 13:00:00,0.2293471729011349,0.4607312545399604,0.04819617823463016,0.07467637487128889,0.05445796556290115,0.12772067921893349,0.036411872987915525
2022-06-01 14:00:00,0.199381557380001,0.04492137949391242,-0.08603641270348303,0.2949359614211754,-0.0607641013047179,0.1285861290813633,-0.08668430356271087
2022-06-01 15:00:00,-0.2451361137075809,-0.17242861301701506,0.08408988514959875,-0.2473082716838674,-0.04072976883704145,-0.0521442148092231,0.26594565992837627
2022-06-01 16:00:00,-0.1940132720176386,-0.28292159132311584,0.15236811173647632,-0.18800628972503236,0.291910779228203,-0.26044852219268017,-0.44086727497828926
2022-06-01 17:00:00,0.2799814388472849,0.22618656173426385,-0.3193261943093716,0.36902189887137743,-0.48930247982743574,0.12977911748287768,0.2613711467338785
2022-06-01 18:00:00,0.0744480274995441,0.07111223731412505,0.2864900851490551,-0.25428729513668097,0.4809129194167342,0.3697668056855204,0.19817551127599128
2022-06-01 19:00:00,-0.4050711578833698,-0.04056976292859304,-0.1107266903223303,0.0581249457188907,-0.18879047604114388,-0.6323907011330139,-0.3857593390569933
