date,processed_log_return_wtmra_0,processed_log_return_wtmra_0_ROC_1_days,processed_log_return_wtmra_0_derivative_1_days,processed_log_return_wtmra_0_ROC_3_days,processed_log_return_wtmra_0_derivative_3_days,processed_log_return_wtmra_0_ROC_7_days,processed_log_return_wtmra_0_derivative_7_days,processed_log_return_wtmra_0_ROC_14_days,processed_log_return_wtmra_0_derivative_14_days,processed_log_return_wtmra_0_ROC_21_days,processed_log_return_wtmra_0_derivative_21_days,processed_log_return_wtmra_0_ROC_30_days,processed_log_return_wtmra_0_derivative_30_days
2023-12-22,0.3739124650516424,-3.5781994500316356,0.5189409906946272,28.677914568505965,0.36131345091981937,-5.79548892989442,0.4518841735714397,2.02796746448599,0.25042617616738727,-3.997475818810493,0.4986549109139828,-2.3595792781702736,0.6489331799560759
2023-12-23,-0.2688649089301207,-2.1907680816444244,-0.4946560710167163,-9.685072755911763,-0.2998220369227572,-3.6512197270837383,-0.3702766878873722,-2.016272047795807,-0.533424885280215,-2.2636924559876928,-0.4816262557722033,-1.7078828837670832,-0.6486804336385641
2023-12-24,0.0777216887570047,-2.1348361709002854,0.1462088332012523,-3.1224473782383257,0.114340588972809,-0.29144109798717255,-0.031968117603790494,-1.2916129661882823,0.3442451214181679,-1.2937053761408683,0.3423463605223845,-2.084537622468082,0.1493851213082273
2023-12-25,-0.2506560630868943,1.0890894005589993,-0.13067265643142822,-30.586893102361454,-0.2591279246716745,0.1416776881247901,-0.03110542660331911,-3.224065902842691,-0.3633577877824252,-2.574358050486536,-0.40986766238568917,0.3097038767992777,-0.05927229494881672
2023-12-26,0.4293975648123756,4.592393833705886,0.3526151389709844,25.55406043932623,0.4132268716035719,2.830271790078559,0.31729127357616843,4.395834023614422,0.3498181035218406,2.0692093126328435,0.28949261826963635,0.6323512098291151,0.166342921775521
2023-12-27,-0.4046878211213871,-3.9127064514681846,-0.5436265806099718,5.636595996643219,-0.34370959955628394,-6.896138337235736,-0.4733239008696644,0.2687216398703467,-0.08571492083827775,-0.034667888374634304,0.014533518610074958,-0.035227966555899215,0.014776888771486085
2023-12-28,0.3417662495956041,-2.6313790178340035,0.5512615574667143,1.420688573624529,0.20058069879016818,-1.8699717855143048,0.7346137594646289,0.21363733858997258,0.06016132633848448,-0.20639331655663018,-0.08888315989867951,-0.3524739642612703,-0.18603685133407555
2023-12-29,-0.210070536464592,-4.691952367226183,-0.2669701157574909,1.038702513397538,-0.1070292466814616,-1.2786332573458676,-0.9640025633361413,1.290932265585234,-0.11837400766699001,-0.13883522993136233,0.03386714394916748,-0.39624121287062397,0.13786731710005878
2023-12-30,0.0599403639352757,-0.18722361425277567,-0.013807305148601096,-2.267305217633422,0.1072378603088872,-1.087291492903875,0.7466093844924294,-0.45807334147277,-0.0506656802445271,7.604237883709239,0.0529739870468864,-0.040189753993812194,-0.0025098591006735005
2023-12-31,0.0117772246036654,0.43372023591815134,0.003562773619005,-0.856656940550756,-0.0703838835024133,-0.9624029205213359,-0.30147116508439137,-1.0438445175405073,0.2803906172082155,-0.8712869638213616,-0.0797226339446173,-0.9355197919208238,-0.1708714509279638
2024-01-01,-0.2000152606468741,-0.10318293119151889,0.023012676268528404,6.2171630927227906,-0.1723014265437549,1.0404664053055215,-0.10199097554872001,-1.4334990261598937,-0.6614125154889177,-3.5610032379020633,-0.278115615104342,-0.4735984815997526,0.17995184365542247
2024-01-02,0.3682605131299623,0.6909011905192957,0.15047102005091068,9.699639958912995,0.3338424846220783,7.301926120596949,0.32390207054923226,-1.644413520354051,0.9397266625795178,-2.3238261209297404,0.6464394274962448,1.6696916604032666,0.2303192974487719
2024-01-03,-0.0715040079858489,4.67389165982204,-0.0589017215354073,-0.5244604784719757,0.07885995704504721,-0.4761508000464215,0.0649933045846109,-1.191950124426437,-0.4440174835540926,-1.2946368559799093,-0.3141892204248678,-1.1438736350171375,-0.5684957464466983
2024-01-04,-0.4197519178979526,-2.8661111086461837,-0.6446859617247813,-2.4709932210687384,-0.7051046386895448,-2.511720578187956,-0.6974169334797963,8.573576072930349,-0.3759070771926265,6.108403786722718,-0.3607018230395292,-0.40670138438875436,0.28773653202115496
2024-01-05,0.5014357273920346,-1.8445477776623156,1.0951685399748756,-3.390784117022569,0.7111726600668726,-3.6696393368070312,0.6892647425247553,-5.871834555606276,0.6043611698857675,2.899363301479623,0.37284147017015334,0.07229828334112653,0.03380863595472178
2024-01-06,-0.2082260235858074,-2.0461691467468377,-0.4072626939304701,16.435092003176013,-0.1962830970129005,-16.193935780187157,-0.2219305716764564,-3.0249274155419226,-0.3110573754592674,-0.445579274289278,0.16734800157149296,-0.46913419718782357,0.18401250917098996
