date,open,high,low,close,volume,log_return,NetF_WNVG_avg_weighted_degree,NetF_WNVG_avg_path_length,NetF_WNVG_clustering_coeff,NetF_WNVG_n_communities,NetF_WNVG_modularity,NetF_WHVG_avg_weighted_degree,NetF_WHVG_avg_path_length,NetF_WHVG_clustering_coeff,NetF_WHVG_n_communities,NetF_WHVG_modularity,NetF_QG_avg_weighted_degree,NetF_QG_avg_path_length,NetF_QG_clustering_coeff,NetF_QG_n_communities,NetF_QG_modularity
2022-01-21,1.336,1.427,1.251,1.259,261063307.3,-0.06011054305759611,2.68476431386972,2.280952380952381,0.4975609756097561,4.0,0.5410537759422407,2.408374877637564,2.947619047619048,0.4166666666666667,4.0,0.5717751706509869,2.0,4.919047619047619,0.1,4.0,0.44834183673469385
2022-01-22,1.259,1.282,1.101,1.12,408519522.4,-0.11698906975520675,2.708774591671693,2.2857142857142856,0.5023923444976076,4.0,0.5443721956205765,2.4086202680210933,3.0428571428571427,0.4205607476635514,4.0,0.5689387786772715,2.0,0.0,0.18181818181818182,4.0,0.5297265160523187
2022-01-23,1.12,1.155,0.917,1.071,554287709.12,-0.04473589384139164,2.652843931962704,2.519047619047619,0.5209580838323353,4.0,0.5559979124373177,2.4466028642615294,3.1095238095238096,0.4411764705882353,4.0,0.5867441628364574,2.0,0.0,0.08571428571428572,4.0,0.48666666666666664
2022-01-24,1.071,1.17,1.051,1.124,257147931.5,0.04830096000588766,2.7189767045854105,2.5047619047619047,0.5906735751295337,4.0,0.5446973709744929,2.390717252150983,3.1,0.42424242424242425,4.0,0.5846826616212233,2.0,3.9761904761904763,0.07692307692307693,4.0,0.4727777777777778
2022-01-25,1.124,1.125,0.951,1.065,437410320.0,-0.05391895231011104,2.7185426985940886,2.461904761904762,0.5786802030456852,3.0,0.5378775839242,2.3902832461596617,3.052380952380952,0.42424242424242425,3.0,0.5691096521352735,2.0,4.728571428571429,0.08823529411764706,4.0,0.4789540816326531
2022-01-26,1.066,1.074,0.991,1.043,218828333.3,-0.02087362314275305,2.718617528784507,2.4714285714285715,0.5757575757575758,4.0,0.529302901755395,2.3903580763500805,3.0476190476190474,0.4329896907216495,4.0,0.5918913838708694,2.0,4.40952380952381,0.09090909090909091,4.0,0.4500594530321047
2022-01-27,1.043,1.157,1.022,1.077,336503954.9,0.03207822215561616,2.808878858393728,2.3857142857142857,0.5727272727272728,4.0,0.5438472267547252,2.422462912297309,3.0,0.45,4.0,0.6086067366357164,1.8666666666666667,0.0,0.20930232558139536,4.0,0.4789540816326531
2022-01-28,1.078,1.08,1.004,1.042,184762461.8,-0.03303745484307625,2.694858100479393,2.461904761904762,0.5412371134020618,4.0,0.5404638072119774,2.324314369303157,3.176190476190476,0.41379310344827586,4.0,0.6051498124460445,1.8666666666666667,0.0,0.13953488372093023,4.0,0.4610969387755102
2022-01-29,1.042,1.059,1.008,1.048,137690073.1,0.005741642567675183,2.7424501566101847,2.414285714285714,0.5454545454545454,4.0,0.5386187943683224,2.371906425433949,3.0476190476190474,0.42857142857142855,4.0,0.6028592437184965,1.8666666666666667,0.0,0.13953488372093023,4.0,0.46875
2022-01-30,1.049,1.084,1.037,1.059,89531278.4,0.010441480720418908,2.7266081476696034,2.3666666666666667,0.5147058823529411,4.0,0.5256680857043726,2.403661151350053,2.9571428571428573,0.4375,5.0,0.5908418142017546,1.8666666666666667,0.0,0.13953488372093023,4.0,0.4534438775510204
2022-01-31,1.059,1.077,1.024,1.035,72352160.1,-0.02292363990193708,2.647283823800016,2.395238095238095,0.5051020408163265,4.0,0.5167778875935719,2.3560617406906452,3.0,0.4148936170212766,4.0,0.5821366507691499,1.8666666666666667,0.0,0.14634146341463414,4.0,0.478954081632653
2022-02-01,1.035,1.06,1.006,1.051,101218950.1,0.015340665177481614,2.7330274485441826,2.2095238095238097,0.4936708860759494,4.0,0.5203710184834214,2.423098204851363,2.9047619047619047,0.42857142857142855,4.0,0.5901255293081071,1.8666666666666667,0.0,0.17647058823529413,3.0,0.5137174211248285
2022-02-02,1.052,1.096,1.034,1.096,124526330.3,0.04192509663100975,2.821445746330619,2.1,0.5154639175257731,4.0,0.5151876753667541,2.4496145680781876,2.8095238095238093,0.4322033898305085,4.0,0.5827115669521916,2.0,5.576190476190476,0.2,4.0,0.4940546967895363
2022-02-03,1.096,1.103,1.022,1.027,126857788.7,-0.06502525757940275,2.7316758603460882,2.1619047619047618,0.5092250922509225,4.0,0.5074023192388158,2.3598446820936574,2.9571428571428573,0.4117647058823529,4.0,0.5733304089869882,2.0,4.20952380952381,0.08571428571428572,4.0,0.4994444444444444
2022-02-04,1.027,1.062,1.016,1.061,98542208.5,0.032569928685424944,2.7850053672827513,2.0714285714285716,0.4948453608247423,4.0,0.5035976398742383,2.407572036932119,2.823809523809524,0.42452830188679247,5.0,0.5747471907453884,2.0,0.0,0.13636363636363635,4.0,0.5573979591836735
2022-02-05,1.061,1.139,1.045,1.138,135205051.6,0.07006047607229315,2.774861584891129,2.038095238095238,0.5014925373134328,4.0,0.4837574082058256,2.40497578060148,2.638095238095238,0.4015748031496063,5.0,0.5673166806039568,1.8666666666666667,0.0,0.13043478260869565,5.0,0.554733727810651
2022-02-06,1.138,1.178,1.097,1.125,152710784.3,-0.011489300047755585,2.774920991235506,1.9904761904761905,0.49411764705882355,4.0,0.492441062885345,2.4050351869458573,2.557142857142857,0.3923076923076923,4.0,0.5761447468284991,1.8666666666666667,0.0,0.13043478260869565,4.0,0.5539940828402368
2022-02-07,1.125,1.15,1.097,1.143,107099317.0,0.015873349156290163,2.82256347298416,2.0142857142857142,0.5074183976261127,4.0,0.5034353926109556,2.4526776686945118,2.5476190476190474,0.4122137404580153,4.0,0.5840490926434274,1.8666666666666667,0.0,0.09375,4.0,0.4691358024691358
2022-02-08,1.142,1.209,1.125,1.199,267801841.6,0.047831491232703555,2.72387828229086,2.1666666666666665,0.4772727272727273,4.0,0.5231726525084145,2.3674305343633413,2.9285714285714284,0.40384615384615385,5.0,0.5803211395062156,1.8666666666666667,0.0,0.09375,4.0,0.5137174211248285
2022-02-09,1.198,1.263,1.133,1.176,271657090.8,-0.019369026568942103,2.65701544272195,2.2666666666666666,0.47058823529411764,4.0,0.5437069579640208,2.3672193980548744,2.823809523809524,0.4,5.0,0.5785441448224693,1.8666666666666667,0.0,0.0,4.0,0.5109739368998627
2022-02-10,1.176,1.215,1.152,1.195,137109784.2,0.016027335907038913,2.6808063675740605,2.3380952380952382,0.4873096446700508,4.0,0.5399271989279726,2.4148063103941912,2.761904761904762,0.4166666666666667,4.0,0.5769410467668883,1.8666666666666667,0.0,0.0,4.0,0.46320000000000006
2022-02-11,1.194,1.225,1.143,1.15,183604520.1,-0.03838424300831545,2.601476416524172,2.480952380952381,0.47282608695652173,4.0,0.5299753048850826,2.367201682879895,2.842857142857143,0.39622641509433965,4.0,0.5723564824721222,2.0,4.357142857142857,0.0,4.0,0.4483418367346939
2022-02-12,1.15,1.164,1.068,1.079,131818725.2,-0.063727256099161,2.601817452809562,2.585714285714286,0.48333333333333334,4.0,0.5350791171550288,2.3674187405213374,2.966666666666667,0.39622641509433965,4.0,0.5726753278422367,2.0,4.223809523809524,0.0,4.0,0.44834183673469385
2022-02-13,1.079,1.092,1.029,1.059,149173437.2,-0.018709619656728176,2.700537202018494,2.5761904761904764,0.5129533678756477,4.0,0.5492151575437881,2.4470925572088915,3.0476190476190474,0.43636363636363634,4.0,0.5725383798443406,2.0,4.228571428571429,0.08571428571428572,5.0,0.4585459183673469
2022-02-14,1.058,1.076,1.032,1.042,99247994.0,-0.016183123288094105,2.6309521424658078,2.6476190476190475,0.5060240963855421,4.0,0.5518827693814073,2.373540045982903,3.357142857142857,0.43820224719101125,4.0,0.5677448306321866,1.8666666666666667,0.0,0.09375,5.0,0.5019132653061225
2022-02-15,1.043,1.055,1.018,1.049,138982742.3,0.0066953860829848015,2.697003726407364,2.5142857142857142,0.5320197044334976,4.0,0.5406762965464521,2.392614673734101,3.2904761904761903,0.4375,3.0,0.5642366860921629,2.0,0.0,0.16666666666666666,4.0,0.5372222222222222
2022-02-16,1.05,1.115,1.049,1.107,153934616.3,0.053816324312339715,2.8318379158137055,2.419047619047619,0.5862068965517241,4.0,0.522614297930327,2.429077814648464,3.104761904761905,0.4473684210526316,4.0,0.5566268969472623,2.0,4.890476190476191,0.18181818181818182,4.0,0.49286563614744355
2022-02-17,1.108,1.112,1.066,1.082,100925929.7,-0.022842473302209985,2.7068980250521353,2.5,0.5682819383259912,3.0,0.5194652333548213,2.314719840234641,3.3714285714285714,0.4105263157894737,4.0,0.5597405665053101,1.8666666666666667,0.0,0.16666666666666666,3.0,0.45599489795918363
2022-02-18,1.083,1.094,1.008,1.02,114535761.9,-0.05900855312811013,2.754450788239385,2.4571428571428573,0.5641025641025641,4.0,0.5191298780549984,2.3147291459874344,3.219047619047619,0.4105263157894737,4.0,0.5600345676319751,1.8666666666666667,0.0,0.07894736842105263,4.0,0.4764030612244897
2022-02-19,1.019,1.043,0.983,0.995,133614248.4,-0.02481516911972402,2.7963369528306834,2.4857142857142858,0.5818965517241379,4.0,0.5402320636797003,2.3622935954357076,3.1,0.4329896907216495,4.0,0.5579720352828197,2.0,4.080952380952381,0.15384615384615385,4.0,0.4238888888888889
2022-02-20,0.996,1.019,0.973,0.996,92102940.7,0.0010045204260054903,2.7725474791856874,2.433333333333333,0.5726141078838174,4.0,0.5366577133396622,2.3702484055011133,2.947619047619048,0.42452830188679247,4.0,0.5614624838356219,2.0,0.0,0.14634146341463414,5.0,0.4305555555555556
2022-02-21,0.997,0.998,0.919,0.931,156774619.1,-0.06748798030753109,2.772394515849668,2.3476190476190477,0.5679012345679012,4.0,0.5296607434287994,2.370095442165094,2.8476190476190477,0.4166666666666667,4.0,0.5504762533336073,2.0,0.0,0.0,4.0,0.43777777777777777
2022-02-22,0.931,0.993,0.851,0.856,283488504.31,-0.08398890113532499,2.8199912953181125,2.3142857142857145,0.573170731707317,4.0,0.5200777441958768,2.3701161151562977,2.8904761904761904,0.42452830188679247,4.0,0.5555697361360801,2.0,0.0,0.07894736842105263,5.0,0.4905555555555555
2022-02-23,0.856,0.897,0.813,0.888,264842040.57,0.03670136685042796,2.849258033639358,2.2666666666666666,0.5708955223880597,4.0,0.522427678331416,2.383510619175744,2.7666666666666666,0.42105263157894735,5.0,0.5454602247654812,1.8666666666666667,0.0,0.07894736842105263,5.0,0.4610969387755102
2022-02-24,0.888,0.96,0.863,0.866,237719675.9,-0.025086834429734875,2.8495271017084223,2.1952380952380954,0.5625,4.0,0.5273929911456153,2.383779687244808,2.6904761904761907,0.41025641025641024,5.0,0.546664619595351,1.8666666666666667,0.0,0.16666666666666666,4.0,0.4610969387755102
2022-02-25,0.866,0.899,0.746,0.853,560130978.58,-0.015125361070756104,2.8971923043480947,2.1857142857142855,0.5672727272727273,4.0,0.5316955005487174,2.43144488988448,2.676190476190476,0.425,5.0,0.5541322880352374,2.0,4.833333333333333,0.17647058823529413,5.0,0.45499999999999996
