initial_slice_position,slice_size,start_date,end_date,connected_components_entropy,loops_entropy,voids_entropy,connected_components_amplitude,loops_amplitude,voids_amplitude,connected_components_number_of_points,loops_number_of_points,voids_number_of_points
0,336,2022-01-01,2022-12-03,7.714589728233131,5.526698988837808,-1.0,0.038237371113949634,0.013513470406181435,0.0,263,66,0
24,336,2022-01-25,2022-12-27,7.679076424770409,5.339415130962101,0.9888071964376679,0.03863939103169006,0.01541270198317119,7.57477848573248e-05,263,59,2
48,336,2022-02-18,2023-01-20,7.673681080976251,5.3807249847833525,0.6162094635807125,0.03863939103169006,0.021051065148878466,0.0005590951573069656,263,69,2
72,336,2022-03-14,2023-02-13,7.6117033818853645,5.4820932666669835,-1.0,0.05056266148968905,0.012187545833713629,0.0,263,68,0
96,336,2022-04-07,2023-03-09,7.583601812803764,5.374927410693718,-1.0,0.06748453012741058,0.01134496577218738,0.0,263,65,0
120,336,2022-05-01,2023-04-02,7.6058323347897305,5.422892638486954,-1.0,0.05763494666318376,0.01418013727391013,0.0,263,68,0
144,336,2022-05-25,2023-04-26,7.512126160257314,5.3910432429491815,-1.0,0.07348365492198851,0.00607149355852487,0.0,263,64,0
168,336,2022-06-18,2023-05-20,7.568393103812883,5.39059633104564,-1.0,0.05763494666318376,0.005398530332258041,0.0,263,67,0
192,336,2022-07-12,2023-06-13,7.584015658860686,5.15157504465178,0.0,0.05763494666318376,0.006255602664373569,7.99724735608106e-05,263,61,1
216,336,2022-08-05,2023-07-07,7.578666300587385,5.289434677386086,-1.0,0.05763494666318376,0.005340363665046337,0.0,263,64,0
240,336,2022-08-29,2023-07-31,7.617728585002156,4.977645772198537,-1.0,0.03265453450906967,0.010129943460033772,0.0,263,55,0
264,336,2022-09-22,2023-08-24,7.5987232815080406,5.044086526249835,0.0,0.03707953001895137,0.006634744825580546,2.9555898042139952e-06,263,53,1
288,336,2022-10-16,2023-09-17,7.614214252791165,5.038695983199135,0.0,0.03707953001895137,0.009389002799608451,2.9555898042139952e-06,263,56,1
312,336,2022-11-09,2023-10-11,7.545686665442754,5.072373035792427,0.0,0.04013197775750269,0.0058039517097240685,3.260250857429801e-05,263,52,1
336,336,2022-12-03,2023-11-04,7.540281138576083,5.436793851743468,-1.0,0.04013197775750269,0.0042876514960972206,0.0,263,64,0
